stockid,assessid,stocklong,tsid,tsyear,tsvalue,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,ACL-MT,2012,9462.442133,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,1916,0,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,1917,0,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,1918,0,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,1919,0,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,1920,0,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,1921,0,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,1922,0,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,1923,0,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,1924,0,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,1925,0,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,1926,0,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,1927,0,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,1928,0.02,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,1929,5.59,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,1930,1.75,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,1931,1.78,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,1932,12.39,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,1933,7.82,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,1934,5.18,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,1935,10.36,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,1936,33.7,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,1937,147.8,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,1938,7.45,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,1939,453.18,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,1940,640.54,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,1941,846.25,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,1942,411.86,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,1943,1716.88,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,1944,407.26,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,1945,113.44,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,1946,166.85,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,1947,425.41,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,1948,936.17,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,1949,1165.5,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,1950,202,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,1951,345,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,1952,390,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,1953,1322,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,1954,80,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,1955,339,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,1956,5123,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,1957,3715,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,1958,3193,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,1959,3489,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,1960,2998,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,1961,3558,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,1962,3235,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,1963,3029,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,1964,3318,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,1965,2762,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,1966,2848,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,1967,2600,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,1968,2282,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,1969,2359,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,1970,2169,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,1971,2177,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,1972,2604,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,1973,3060,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,1974,2910,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,1975,2758,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,1976,3065,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,1977,2585,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,1978,3250,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,1979,4107,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,1980,3199,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,1981,3351,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,1982,5074,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,1983,4608,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,1984,4751,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,1985,5228,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,1986,4337,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,1987,5192,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,1988,4024,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,1989,5834,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,1990,7802,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,1991,7033,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,1992,5380,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,1993,4346,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,1994,4482,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,1995,3594,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,1996,3570,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,1997,3569,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,1998,4084,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,1999,6578,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,2000,4523,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,2001,3619,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,2002,3318,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,2003,3412,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,2004,3317,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,2005,3015,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,2006,2407,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,2007,2381,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,2008,3409,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,2009,5443,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,2011,2529.228992,,,,,,,,,,,,,,,,,
ARFLOUNDPCOAST,NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH,Arrowtooth flounder Pacific Coast,TC-MT,2012,2471.364261,,,,,,,,,,,,,,,,,
BUTTERGOMCHATT,NEFSC-BUTTERGOMCHATT-1965-2008-YOUNG,Atlantic butterfish Gulf of Maine / Cape Hatteras,TC-MT,1965,14095.58,,,,,,,,,,,,,,,,,
BUTTERGOMCHATT,NEFSC-BUTTERGOMCHATT-1965-2008-YOUNG,Atlantic butterfish Gulf of Maine / Cape Hatteras,TC-MT,1966,16304.09,,,,,,,,,,,,,,,,,
BUTTERGOMCHATT,NEFSC-BUTTERGOMCHATT-1965-2008-YOUNG,Atlantic butterfish Gulf of Maine / Cape Hatteras,TC-MT,1967,13808.5,,,,,,,,,,,,,,,,,
BUTTERGOMCHATT,NEFSC-BUTTERGOMCHATT-1965-2008-YOUNG,Atlantic butterfish Gulf of Maine / Cape Hatteras,TC-MT,1968,15963.83,,,,,,,,,,,,,,,,,
BUTTERGOMCHATT,NEFSC-BUTTERGOMCHATT-1965-2008-YOUNG,Atlantic butterfish Gulf of Maine / Cape Hatteras,TC-MT,1969,26166.13,,,,,,,,,,,,,,,,,
BUTTERGOMCHATT,NEFSC-BUTTERGOMCHATT-1965-2008-YOUNG,Atlantic butterfish Gulf of Maine / Cape Hatteras,TC-MT,1970,22149.76,,,,,,,,,,,,,,,,,
BUTTERGOMCHATT,NEFSC-BUTTERGOMCHATT-1965-2008-YOUNG,Atlantic butterfish Gulf of Maine / Cape Hatteras,TC-MT,1971,17756.52,,,,,,,,,,,,,,,,,
BUTTERGOMCHATT,NEFSC-BUTTERGOMCHATT-1965-2008-YOUNG,Atlantic butterfish Gulf of Maine / Cape Hatteras,TC-MT,1972,19005.02,,,,,,,,,,,,,,,,,
BUTTERGOMCHATT,NEFSC-BUTTERGOMCHATT-1965-2008-YOUNG,Atlantic butterfish Gulf of Maine / Cape Hatteras,TC-MT,1973,39305.67,,,,,,,,,,,,,,,,,
BUTTERGOMCHATT,NEFSC-BUTTERGOMCHATT-1965-2008-YOUNG,Atlantic butterfish Gulf of Maine / Cape Hatteras,TC-MT,1974,22883.11,,,,,,,,,,,,,,,,,
BUTTERGOMCHATT,NEFSC-BUTTERGOMCHATT-1965-2008-YOUNG,Atlantic butterfish Gulf of Maine / Cape Hatteras,TC-MT,1975,19884.79,,,,,,,,,,,,,,,,,
BUTTERGOMCHATT,NEFSC-BUTTERGOMCHATT-1965-2008-YOUNG,Atlantic butterfish Gulf of Maine / Cape Hatteras,TC-MT,1976,21476.26,,,,,,,,,,,,,,,,,
BUTTERGOMCHATT,NEFSC-BUTTERGOMCHATT-1965-2008-YOUNG,Atlantic butterfish Gulf of Maine / Cape Hatteras,TC-MT,1977,11206.97,,,,,,,,,,,,,,,,,
BUTTERGOMCHATT,NEFSC-BUTTERGOMCHATT-1965-2008-YOUNG,Atlantic butterfish Gulf of Maine / Cape Hatteras,TC-MT,1978,13285.15,,,,,,,,,,,,,,,,,
BUTTERGOMCHATT,NEFSC-BUTTERGOMCHATT-1965-2008-YOUNG,Atlantic butterfish Gulf of Maine / Cape Hatteras,TC-MT,1979,12196.37,,,,,,,,,,,,,,,,,
BUTTERGOMCHATT,NEFSC-BUTTERGOMCHATT-1965-2008-YOUNG,Atlantic butterfish Gulf of Maine / Cape Hatteras,TC-MT,1980,15690.17,,,,,,,,,,,,,,,,,
BUTTERGOMCHATT,NEFSC-BUTTERGOMCHATT-1965-2008-YOUNG,Atlantic butterfish Gulf of Maine / Cape Hatteras,TC-MT,1981,14998.93,,,,,,,,,,,,,,,,,
BUTTERGOMCHATT,NEFSC-BUTTERGOMCHATT-1965-2008-YOUNG,Atlantic butterfish Gulf of Maine / Cape Hatteras,TC-MT,1982,20628.72,,,,,,,,,,,,,,,,,
BUTTERGOMCHATT,NEFSC-BUTTERGOMCHATT-1965-2008-YOUNG,Atlantic butterfish Gulf of Maine / Cape Hatteras,TC-MT,1983,15409.98,,,,,,,,,,,,,,,,,
BUTTERGOMCHATT,NEFSC-BUTTERGOMCHATT-1965-2008-YOUNG,Atlantic butterfish Gulf of Maine / Cape Hatteras,TC-MT,1984,21638.46,,,,,,,,,,,,,,,,,
BUTTERGOMCHATT,NEFSC-BUTTERGOMCHATT-1965-2008-YOUNG,Atlantic butterfish Gulf of Maine / Cape Hatteras,TC-MT,1985,13140.15,,,,,,,,,,,,,,,,,
BUTTERGOMCHATT,NEFSC-BUTTERGOMCHATT-1965-2008-YOUNG,Atlantic butterfish Gulf of Maine / Cape Hatteras,TC-MT,1986,11979.01,,,,,,,,,,,,,,,,,
BUTTERGOMCHATT,NEFSC-BUTTERGOMCHATT-1965-2008-YOUNG,Atlantic butterfish Gulf of Maine / Cape Hatteras,TC-MT,1987,11483.27,,,,,,,,,,,,,,,,,
BUTTERGOMCHATT,NEFSC-BUTTERGOMCHATT-1965-2008-YOUNG,Atlantic butterfish Gulf of Maine / Cape Hatteras,TC-MT,1988,9027.56,,,,,,,,,,,,,,,,,
BUTTERGOMCHATT,NEFSC-BUTTERGOMCHATT-1965-2008-YOUNG,Atlantic butterfish Gulf of Maine / Cape Hatteras,TC-MT,1989,7696.03,,,,,,,,,,,,,,,,,
BUTTERGOMCHATT,NEFSC-BUTTERGOMCHATT-1965-2008-YOUNG,Atlantic butterfish Gulf of Maine / Cape Hatteras,TC-MT,1990,2830.93,,,,,,,,,,,,,,,,,
BUTTERGOMCHATT,NEFSC-BUTTERGOMCHATT-1965-2008-YOUNG,Atlantic butterfish Gulf of Maine / Cape Hatteras,TC-MT,1991,7075.71,,,,,,,,,,,,,,,,,
BUTTERGOMCHATT,NEFSC-BUTTERGOMCHATT-1965-2008-YOUNG,Atlantic butterfish Gulf of Maine / Cape Hatteras,TC-MT,1992,7779.15,,,,,,,,,,,,,,,,,
BUTTERGOMCHATT,NEFSC-BUTTERGOMCHATT-1965-2008-YOUNG,Atlantic butterfish Gulf of Maine / Cape Hatteras,TC-MT,1993,12185.07,,,,,,,,,,,,,,,,,
BUTTERGOMCHATT,NEFSC-BUTTERGOMCHATT-1965-2008-YOUNG,Atlantic butterfish Gulf of Maine / Cape Hatteras,TC-MT,1994,9934.37,,,,,,,,,,,,,,,,,
BUTTERGOMCHATT,NEFSC-BUTTERGOMCHATT-1965-2008-YOUNG,Atlantic butterfish Gulf of Maine / Cape Hatteras,TC-MT,1995,8532.52,,,,,,,,,,,,,,,,,
BUTTERGOMCHATT,NEFSC-BUTTERGOMCHATT-1965-2008-YOUNG,Atlantic butterfish Gulf of Maine / Cape Hatteras,TC-MT,1996,4602.48,,,,,,,,,,,,,,,,,
BUTTERGOMCHATT,NEFSC-BUTTERGOMCHATT-1965-2008-YOUNG,Atlantic butterfish Gulf of Maine / Cape Hatteras,TC-MT,1997,3779.98,,,,,,,,,,,,,,,,,
BUTTERGOMCHATT,NEFSC-BUTTERGOMCHATT-1965-2008-YOUNG,Atlantic butterfish Gulf of Maine / Cape Hatteras,TC-MT,1998,8344.44,,,,,,,,,,,,,,,,,
BUTTERGOMCHATT,NEFSC-BUTTERGOMCHATT-1965-2008-YOUNG,Atlantic butterfish Gulf of Maine / Cape Hatteras,TC-MT,1999,11037.16,,,,,,,,,,,,,,,,,
BUTTERGOMCHATT,NEFSC-BUTTERGOMCHATT-1965-2008-YOUNG,Atlantic butterfish Gulf of Maine / Cape Hatteras,TC-MT,2000,8463.89,,,,,,,,,,,,,,,,,
BUTTERGOMCHATT,NEFSC-BUTTERGOMCHATT-1965-2008-YOUNG,Atlantic butterfish Gulf of Maine / Cape Hatteras,TC-MT,2001,8878.27,,,,,,,,,,,,,,,,,
BUTTERGOMCHATT,NEFSC-BUTTERGOMCHATT-1965-2008-YOUNG,Atlantic butterfish Gulf of Maine / Cape Hatteras,TC-MT,2002,3220.41,,,,,,,,,,,,,,,,,
BUTTERGOMCHATT,NEFSC-BUTTERGOMCHATT-1965-2008-YOUNG,Atlantic butterfish Gulf of Maine / Cape Hatteras,TC-MT,2003,2649.51,,,,,,,,,,,,,,,,,
BUTTERGOMCHATT,NEFSC-BUTTERGOMCHATT-1965-2008-YOUNG,Atlantic butterfish Gulf of Maine / Cape Hatteras,TC-MT,2004,1783.16,,,,,,,,,,,,,,,,,
BUTTERGOMCHATT,NEFSC-BUTTERGOMCHATT-1965-2008-YOUNG,Atlantic butterfish Gulf of Maine / Cape Hatteras,TC-MT,2005,1079.13,,,,,,,,,,,,,,,,,
BUTTERGOMCHATT,NEFSC-BUTTERGOMCHATT-1965-2008-YOUNG,Atlantic butterfish Gulf of Maine / Cape Hatteras,TC-MT,2006,1399.47,,,,,,,,,,,,,,,,,
BUTTERGOMCHATT,NEFSC-BUTTERGOMCHATT-1965-2008-YOUNG,Atlantic butterfish Gulf of Maine / Cape Hatteras,TC-MT,2007,915.31,,,,,,,,,,,,,,,,,
BUTTERGOMCHATT,NEFSC-BUTTERGOMCHATT-1965-2008-YOUNG,Atlantic butterfish Gulf of Maine / Cape Hatteras,TC-MT,2008,1629.39,,,,,,,,,,,,,,,,,
CODGB,NEFSC-CODGB-1960-2008-BAUM,Atlantic cod Georges Bank,TC-MT,1960,10853,,,,,,,,,,,,,,,,,
CODGB,NEFSC-CODGB-1960-2008-BAUM,Atlantic cod Georges Bank,TC-MT,1961,14731,,,,,,,,,,,,,,,,,
CODGB,NEFSC-CODGB-1960-2008-BAUM,Atlantic cod Georges Bank,TC-MT,1962,23486,,,,,,,,,,,,,,,,,
CODGB,NEFSC-CODGB-1960-2008-BAUM,Atlantic cod Georges Bank,TC-MT,1963,27189,,,,,,,,,,,,,,,,,
CODGB,NEFSC-CODGB-1960-2008-BAUM,Atlantic cod Georges Bank,TC-MT,1964,25165,,,,,,,,,,,,,,,,,
CODGB,NEFSC-CODGB-1960-2008-BAUM,Atlantic cod Georges Bank,TC-MT,1965,38333,,,,,,,,,,,,,,,,,
