"","unq","f.ratio","f.msy","fmsy.id","f","f.ts","stocklong.x","stocklong.y","stockid","assessid","year","b.ts","b","bmsy.id","b.msy","b.ratio","region","overfished","bmsy.status","fmsy.status","rebuilding"
"60","aurora rockfish pacific coast 2011",0.131372549019608,0.051,"Umsy-ratio",0.0067,"U-ratio","aurora rockfish pacific coast","aurora rockfish pacific coast","AUROPCOAST","NWFSC-AUROPCOAST-1916-2013-KURIYAMA",2011,"SSB-MT",1660,"SSBmsy-MT",648,2.56172839506173,"west","not overfished","above","none","not"
"61","aurora rockfish pacific coast 2012",0.194117647058824,0.051,"Umsy-ratio",0.0099,"U-ratio","aurora rockfish pacific coast","aurora rockfish pacific coast","AUROPCOAST","NWFSC-AUROPCOAST-1916-2013-KURIYAMA",2012,"SSB-MT",1669,"SSBmsy-MT",648,2.57561728395062,"west","not overfished","above","none","not"
"61.1","aurora rockfish pacific coast 2012",0.194117647058824,0.051,"Umsy-ratio",0.0099,"U-ratio","aurora rockfish pacific coast","aurora rockfish pacific coast","AUROPCOAST","NWFSC-AUROPCOAST-1916-2013-KURIYAMA",2013,"SSB-MT",1669,"SSBmsy-MT",648,2.57561728395062,"west","not overfished","above","none","not"
"63","black rockfish northern pacific coast 2000",0.418439716312057,0.141,"Fmsy-1/yr",0.059,"F-1/yr","black rockfish northern pacific coast","black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH",2000,"SB-MT",8405,"SBmsy-MT",4947,1.6990095007075,"west","not overfished","above","none","not"
"64","black rockfish northern pacific coast 2001",0.326241134751773,0.141,"Fmsy-1/yr",0.046,"F-1/yr","black rockfish northern pacific coast","black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH",2001,"SB-MT",8515,"SBmsy-MT",4947,1.72124519911057,"west","not overfished","above","none","not"
"65","black rockfish northern pacific coast 2002",0.397163120567376,0.141,"Fmsy-1/yr",0.056,"F-1/yr","black rockfish northern pacific coast","black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH",2002,"SB-MT",8635,"SBmsy-MT",4947,1.7455023246412,"west","not overfished","above","none","not"
"66","black rockfish northern pacific coast 2003",0.382978723404255,0.141,"Fmsy-1/yr",0.054,"F-1/yr","black rockfish northern pacific coast","black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH",2003,"SB-MT",8737,"SBmsy-MT",4947,1.76612088134223,"west","not overfished","above","none","not"
"67","black rockfish northern pacific coast 2004",0.425531914893617,0.141,"Fmsy-1/yr",0.06,"F-1/yr","black rockfish northern pacific coast","black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH",2004,"SB-MT",8835,"SBmsy-MT",4947,1.78593086719224,"west","not overfished","above","none","not"
"68","black rockfish northern pacific coast 2005",0.49645390070922,0.141,"Fmsy-1/yr",0.07,"F-1/yr","black rockfish northern pacific coast","black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH",2005,"SB-MT",9018,"SBmsy-MT",4947,1.82292298362644,"west","not overfished","above","none","not"
"69","black rockfish northern pacific coast 2006",0.468085106382979,0.141,"Fmsy-1/yr",0.066,"F-1/yr","black rockfish northern pacific coast","black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH",2006,"SB-MT",9063,"SBmsy-MT",4947,1.83201940570042,"west","not overfished","above","none","not"
"69.1","black rockfish northern pacific coast 2006",0.468085106382979,0.141,"Fmsy-1/yr",0.066,"F-1/yr","black rockfish northern pacific coast","black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH",2007,"SB-MT",9063,"SBmsy-MT",4947,1.83201940570042,"west","not overfished","above","none","not"
"69.2","black rockfish northern pacific coast 2006",0.468085106382979,0.141,"Fmsy-1/yr",0.066,"F-1/yr","black rockfish northern pacific coast","black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH",2008,"SB-MT",9063,"SBmsy-MT",4947,1.83201940570042,"west","not overfished","above","none","not"
"69.3","black rockfish northern pacific coast 2006",0.468085106382979,0.141,"Fmsy-1/yr",0.066,"F-1/yr","black rockfish northern pacific coast","black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH",2009,"SB-MT",9063,"SBmsy-MT",4947,1.83201940570042,"west","not overfished","above","none","not"
"69.4","black rockfish northern pacific coast 2006",0.468085106382979,0.141,"Fmsy-1/yr",0.066,"F-1/yr","black rockfish northern pacific coast","black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH",2010,"SB-MT",9063,"SBmsy-MT",4947,1.83201940570042,"west","not overfished","above","none","not"
"69.5","black rockfish northern pacific coast 2006",0.468085106382979,0.141,"Fmsy-1/yr",0.066,"F-1/yr","black rockfish northern pacific coast","black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH",2011,"SB-MT",9063,"SBmsy-MT",4947,1.83201940570042,"west","not overfished","above","none","not"
"69.6","black rockfish northern pacific coast 2006",0.468085106382979,0.141,"Fmsy-1/yr",0.066,"F-1/yr","black rockfish northern pacific coast","black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH",2012,"SB-MT",9063,"SBmsy-MT",4947,1.83201940570042,"west","not overfished","above","none","not"
"69.7","black rockfish northern pacific coast 2006",0.468085106382979,0.141,"Fmsy-1/yr",0.066,"F-1/yr","black rockfish northern pacific coast","black rockfish northern pacific coast","BLACKROCKNPCOAST","NWFSC-BLACKROCKNPCOAST-1914-2006-BRANCH",2013,"SB-MT",9063,"SBmsy-MT",4947,1.83201940570042,"west","not overfished","above","none","not"
"70","black rockfish southern pacific coast 2000",0.383574007220217,0.08864,"Fmsy-1/yr",0.034,"F-1/yr","black rockfish southern pacific coast","black rockfish southern pacific coast","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH",2000,"SSB-E6larvae",2126.8,"SSBmsy-E6larvae",1444.6,1.47224145092067,"west","not overfished","above","none","not"
"71","black rockfish southern pacific coast 2001",0.485108303249097,0.08864,"Fmsy-1/yr",0.043,"F-1/yr","black rockfish southern pacific coast","black rockfish southern pacific coast","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH",2001,"SSB-E6larvae",2375.1,"SSBmsy-E6larvae",1444.6,1.6441229406064,"west","not overfished","above","none","not"
"72","black rockfish southern pacific coast 2002",0.372292418772563,0.08864,"Fmsy-1/yr",0.033,"F-1/yr","black rockfish southern pacific coast","black rockfish southern pacific coast","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH",2002,"SSB-E6larvae",2580.9,"SSBmsy-E6larvae",1444.6,1.7865845216669,"west","not overfished","above","none","not"
"73","black rockfish southern pacific coast 2003",0.552797833935018,0.08864,"Fmsy-1/yr",0.049,"F-1/yr","black rockfish southern pacific coast","black rockfish southern pacific coast","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH",2003,"SSB-E6larvae",2759.6,"SSBmsy-E6larvae",1444.6,1.91028658452167,"west","not overfished","above","none","not"
"74","black rockfish southern pacific coast 2004",0.36101083032491,0.08864,"Fmsy-1/yr",0.032,"F-1/yr","black rockfish southern pacific coast","black rockfish southern pacific coast","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH",2004,"SSB-E6larvae",2844.9,"SSBmsy-E6larvae",1444.6,1.96933407171535,"west","not overfished","above","none","not"
"75","black rockfish southern pacific coast 2005",0.372292418772563,0.08864,"Fmsy-1/yr",0.033,"F-1/yr","black rockfish southern pacific coast","black rockfish southern pacific coast","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH",2005,"SSB-E6larvae",2970.5,"SSBmsy-E6larvae",1444.6,2.0562785546172,"west","not overfished","above","none","not"
"76","black rockfish southern pacific coast 2006",0.32716606498195,0.08864,"Fmsy-1/yr",0.029,"F-1/yr","black rockfish southern pacific coast","black rockfish southern pacific coast","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH",2006,"SSB-E6larvae",3100.3,"SSBmsy-E6larvae",1444.6,2.14613041672435,"west","not overfished","above","none","not"
"76.1","black rockfish southern pacific coast 2006",0.32716606498195,0.08864,"Fmsy-1/yr",0.029,"F-1/yr","black rockfish southern pacific coast","black rockfish southern pacific coast","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH",2007,"SSB-E6larvae",3100.3,"SSBmsy-E6larvae",1444.6,2.14613041672435,"west","not overfished","above","none","not"
"76.2","black rockfish southern pacific coast 2006",0.32716606498195,0.08864,"Fmsy-1/yr",0.029,"F-1/yr","black rockfish southern pacific coast","black rockfish southern pacific coast","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH",2008,"SSB-E6larvae",3100.3,"SSBmsy-E6larvae",1444.6,2.14613041672435,"west","not overfished","above","none","not"
"76.3","black rockfish southern pacific coast 2006",0.32716606498195,0.08864,"Fmsy-1/yr",0.029,"F-1/yr","black rockfish southern pacific coast","black rockfish southern pacific coast","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH",2009,"SSB-E6larvae",3100.3,"SSBmsy-E6larvae",1444.6,2.14613041672435,"west","not overfished","above","none","not"
"76.4","black rockfish southern pacific coast 2006",0.32716606498195,0.08864,"Fmsy-1/yr",0.029,"F-1/yr","black rockfish southern pacific coast","black rockfish southern pacific coast","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH",2010,"SSB-E6larvae",3100.3,"SSBmsy-E6larvae",1444.6,2.14613041672435,"west","not overfished","above","none","not"
"76.5","black rockfish southern pacific coast 2006",0.32716606498195,0.08864,"Fmsy-1/yr",0.029,"F-1/yr","black rockfish southern pacific coast","black rockfish southern pacific coast","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH",2011,"SSB-E6larvae",3100.3,"SSBmsy-E6larvae",1444.6,2.14613041672435,"west","not overfished","above","none","not"
"76.6","black rockfish southern pacific coast 2006",0.32716606498195,0.08864,"Fmsy-1/yr",0.029,"F-1/yr","black rockfish southern pacific coast","black rockfish southern pacific coast","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH",2012,"SSB-E6larvae",3100.3,"SSBmsy-E6larvae",1444.6,2.14613041672435,"west","not overfished","above","none","not"
"76.7","black rockfish southern pacific coast 2006",0.32716606498195,0.08864,"Fmsy-1/yr",0.029,"F-1/yr","black rockfish southern pacific coast","black rockfish southern pacific coast","BLACKROCKSPCOAST","NWFSC-BLACKROCKSPCOAST-1915-2007-BRANCH",2013,"SSB-E6larvae",3100.3,"SSBmsy-E6larvae",1444.6,2.14613041672435,"west","not overfished","above","none","not"
"78","blackgill rockfish  pacific coast 2000",0.381255,0.04,"Fmsy-1/yr",0.0152502,"F-1/T","blackgill rockfish  pacific coast","blackgill rockfish  pacific coast","BGROCKPCOAST","NWFSC-BGROCKPCOAST-1950-2011-STACHURA",2000,"SSB-E6larvae",0.233141,"SSBmsy-E6larvae",0.2498,0.933310648518815,"west","not overfished","below","none","not"
"79","blackgill rockfish  pacific coast 2001",0.55888,0.04,"Fmsy-1/yr",0.0223552,"F-1/T","blackgill rockfish  pacific coast","blackgill rockfish  pacific coast","BGROCKPCOAST","NWFSC-BGROCKPCOAST-1950-2011-STACHURA",2001,"SSB-E6larvae",0.246501,"SSBmsy-E6larvae",0.2498,0.986793434747798,"west","not overfished","below","none","not"
"80","blackgill rockfish  pacific coast 2002",0.61659,0.04,"Fmsy-1/yr",0.0246636,"F-1/T","blackgill rockfish  pacific coast","blackgill rockfish  pacific coast","BGROCKPCOAST","NWFSC-BGROCKPCOAST-1950-2011-STACHURA",2002,"SSB-E6larvae",0.257874,"SSBmsy-E6larvae",0.2498,1.03232185748599,"west","not overfished","above","none","not"
"81","blackgill rockfish  pacific coast 2003",0.79301,0.04,"Fmsy-1/yr",0.0317204,"F-1/T","blackgill rockfish  pacific coast","blackgill rockfish  pacific coast","BGROCKPCOAST","NWFSC-BGROCKPCOAST-1950-2011-STACHURA",2003,"SSB-E6larvae",0.26837,"SSBmsy-E6larvae",0.2498,1.07433947157726,"west","not overfished","above","none","not"
"82","blackgill rockfish  pacific coast 2004",0.62511,0.04,"Fmsy-1/yr",0.0250044,"F-1/T","blackgill rockfish  pacific coast","blackgill rockfish  pacific coast","BGROCKPCOAST","NWFSC-BGROCKPCOAST-1950-2011-STACHURA",2004,"SSB-E6larvae",0.276172,"SSBmsy-E6larvae",0.2498,1.10557245796637,"west","not overfished","above","none","not"
"83","blackgill rockfish  pacific coast 2005",0.360675,0.04,"Fmsy-1/yr",0.014427,"F-1/T","blackgill rockfish  pacific coast","blackgill rockfish  pacific coast","BGROCKPCOAST","NWFSC-BGROCKPCOAST-1950-2011-STACHURA",2005,"SSB-E6larvae",0.286085,"SSBmsy-E6larvae",0.2498,1.14525620496397,"west","not overfished","above","none","not"
"84","blackgill rockfish  pacific coast 2006",0.377645,0.04,"Fmsy-1/yr",0.0151058,"F-1/T","blackgill rockfish  pacific coast","blackgill rockfish  pacific coast","BGROCKPCOAST","NWFSC-BGROCKPCOAST-1950-2011-STACHURA",2006,"SSB-E6larvae",0.299283,"SSBmsy-E6larvae",0.2498,1.1980904723779,"west","not overfished","above","none","not"
"85","blackgill rockfish  pacific coast 2007",0.1896025,0.04,"Fmsy-1/yr",0.0075841,"F-1/T","blackgill rockfish  pacific coast","blackgill rockfish  pacific coast","BGROCKPCOAST","NWFSC-BGROCKPCOAST-1950-2011-STACHURA",2007,"SSB-E6larvae",0.312044,"SSBmsy-E6larvae",0.2498,1.24917534027222,"west","not overfished","above","none","not"
"86","blackgill rockfish  pacific coast 2008",0.29006,0.04,"Fmsy-1/yr",0.0116024,"F-1/T","blackgill rockfish  pacific coast","blackgill rockfish  pacific coast","BGROCKPCOAST","NWFSC-BGROCKPCOAST-1950-2011-STACHURA",2008,"SSB-E6larvae",0.327502,"SSBmsy-E6larvae",0.2498,1.31105684547638,"west","not overfished","above","none","not"
"87","blackgill rockfish  pacific coast 2009",0.51104,0.04,"Fmsy-1/yr",0.0204416,"F-1/T","blackgill rockfish  pacific coast","blackgill rockfish  pacific coast","BGROCKPCOAST","NWFSC-BGROCKPCOAST-1950-2011-STACHURA",2009,"SSB-E6larvae",0.341261,"SSBmsy-E6larvae",0.2498,1.36613690952762,"west","not overfished","above","none","not"
"88","blackgill rockfish  pacific coast 2010",0.5678625,0.04,"Fmsy-1/yr",0.0227145,"F-1/T","blackgill rockfish  pacific coast","blackgill rockfish  pacific coast","BGROCKPCOAST","NWFSC-BGROCKPCOAST-1950-2011-STACHURA",2010,"SSB-E6larvae",0.350879,"SSBmsy-E6larvae",0.2498,1.40463971176942,"west","not overfished","above","none","not"
"89","blackgill rockfish  pacific coast 2011",0,0.04,"Fmsy-1/yr",0,"F-1/T","blackgill rockfish  pacific coast","blackgill rockfish  pacific coast","BGROCKPCOAST","NWFSC-BGROCKPCOAST-1950-2011-STACHURA",2011,"SSB-E6larvae",0.359236,"SSBmsy-E6larvae",0.2498,1.43809447558046,"west","not overfished","above","none","not"
"89.1","blackgill rockfish  pacific coast 2011",0,0.04,"Fmsy-1/yr",0,"F-1/T","blackgill rockfish  pacific coast","blackgill rockfish  pacific coast","BGROCKPCOAST","NWFSC-BGROCKPCOAST-1950-2011-STACHURA",2012,"SSB-E6larvae",0.359236,"SSBmsy-E6larvae",0.2498,1.43809447558046,"west","not overfished","above","none","not"
"89.2","blackgill rockfish  pacific coast 2011",0,0.04,"Fmsy-1/yr",0,"F-1/T","blackgill rockfish  pacific coast","blackgill rockfish  pacific coast","BGROCKPCOAST","NWFSC-BGROCKPCOAST-1950-2011-STACHURA",2013,"SSB-E6larvae",0.359236,"SSBmsy-E6larvae",0.2498,1.43809447558046,"west","not overfished","above","none","not"
"90","blue rockfish california 2000",0.843672456575682,0.0403,"Fmsy-1/yr",0.034,"F-1/yr","blue rockfish california","blue rockfish california","BLUEROCKCAL","NWFSC-BLUEROCKCAL-1916-2007-BRANCH",2000,"SSB-E6larvae",359,"SSBmsy-E6larvae",831,0.432009626955475,"west","Overfished","below","none","not"
"91","blue rockfish california 2001",0.669975186104218,0.0403,"Fmsy-1/yr",0.027,"F-1/yr","blue rockfish california","blue rockfish california","BLUEROCKCAL","NWFSC-BLUEROCKCAL-1916-2007-BRANCH",2001,"SSB-E6larvae",401,"SSBmsy-E6larvae",831,0.482551143200963,"west","Overfished","below","none","not"
"92","blue rockfish california 2002",0.794044665012407,0.0403,"Fmsy-1/yr",0.032,"F-1/yr","blue rockfish california","blue rockfish california","BLUEROCKCAL","NWFSC-BLUEROCKCAL-1916-2007-BRANCH",2002,"SSB-E6larvae",447,"SSBmsy-E6larvae",831,0.537906137184116,"west","not overfished","below","none","not"
"93","blue rockfish california 2003",1.04218362282878,0.0403,"Fmsy-1/yr",0.042,"F-1/yr","blue rockfish california","blue rockfish california","BLUEROCKCAL","NWFSC-BLUEROCKCAL-1916-2007-BRANCH",2003,"SSB-E6larvae",495,"SSBmsy-E6larvae",831,0.595667870036101,"west","not overfished","below","overfishing","not"
"94","blue rockfish california 2004",0.744416873449131,0.0403,"Fmsy-1/yr",0.03,"F-1/yr","blue rockfish california","blue rockfish california","BLUEROCKCAL","NWFSC-BLUEROCKCAL-1916-2007-BRANCH",2004,"SSB-E6larvae",537,"SSBmsy-E6larvae",831,0.646209386281588,"west","not overfished","below","none","not"
"95","blue rockfish california 2005",0.818858560794045,0.0403,"Fmsy-1/yr",0.033,"F-1/yr","blue rockfish california","blue rockfish california","BLUEROCKCAL","NWFSC-BLUEROCKCAL-1916-2007-BRANCH",2005,"SSB-E6larvae",583,"SSBmsy-E6larvae",831,0.701564380264741,"west","not overfished","below","none","not"
"96","blue rockfish california 2006",1.48883374689826,0.0403,"Fmsy-1/yr",0.06,"F-1/yr","blue rockfish california","blue rockfish california","BLUEROCKCAL","NWFSC-BLUEROCKCAL-1916-2007-BRANCH",2006,"SSB-E6larvae",618,"SSBmsy-E6larvae",831,0.743682310469314,"west","not overfished","below","overfishing","not"
"97","blue rockfish california 2007",1.19106699751861,0.0403,"Fmsy-1/yr",0.048,"F-1/yr","blue rockfish california","blue rockfish california","BLUEROCKCAL","NWFSC-BLUEROCKCAL-1916-2007-BRANCH",2007,"SSB-E6larvae",622,"SSBmsy-E6larvae",831,0.74849578820698,"west","not overfished","below","overfishing","not"
"97.1","blue rockfish california 2007",1.19106699751861,0.0403,"Fmsy-1/yr",0.048,"F-1/yr","blue rockfish california","blue rockfish california","BLUEROCKCAL","NWFSC-BLUEROCKCAL-1916-2007-BRANCH",2008,"SSB-E6larvae",622,"SSBmsy-E6larvae",831,0.74849578820698,"west","not overfished","below","overfishing","not"
"97.2","blue rockfish california 2007",1.19106699751861,0.0403,"Fmsy-1/yr",0.048,"F-1/yr","blue rockfish california","blue rockfish california","BLUEROCKCAL","NWFSC-BLUEROCKCAL-1916-2007-BRANCH",2009,"SSB-E6larvae",622,"SSBmsy-E6larvae",831,0.74849578820698,"west","not overfished","below","overfishing","not"
"97.3","blue rockfish california 2007",1.19106699751861,0.0403,"Fmsy-1/yr",0.048,"F-1/yr","blue rockfish california","blue rockfish california","BLUEROCKCAL","NWFSC-BLUEROCKCAL-1916-2007-BRANCH",2010,"SSB-E6larvae",622,"SSBmsy-E6larvae",831,0.74849578820698,"west","not overfished","below","overfishing","not"
"97.4","blue rockfish california 2007",1.19106699751861,0.0403,"Fmsy-1/yr",0.048,"F-1/yr","blue rockfish california","blue rockfish california","BLUEROCKCAL","NWFSC-BLUEROCKCAL-1916-2007-BRANCH",2011,"SSB-E6larvae",622,"SSBmsy-E6larvae",831,0.74849578820698,"west","not overfished","below","overfishing","not"
"97.5","blue rockfish california 2007",1.19106699751861,0.0403,"Fmsy-1/yr",0.048,"F-1/yr","blue rockfish california","blue rockfish california","BLUEROCKCAL","NWFSC-BLUEROCKCAL-1916-2007-BRANCH",2012,"SSB-E6larvae",622,"SSBmsy-E6larvae",831,0.74849578820698,"west","not overfished","below","overfishing","not"
"97.6","blue rockfish california 2007",1.19106699751861,0.0403,"Fmsy-1/yr",0.048,"F-1/yr","blue rockfish california","blue rockfish california","BLUEROCKCAL","NWFSC-BLUEROCKCAL-1916-2007-BRANCH",2013,"SSB-E6larvae",622,"SSBmsy-E6larvae",831,0.74849578820698,"west","not overfished","below","overfishing","not"
"98","bocaccio southern pacific coast 2000",0.321428571428571,0.084,"FMSY-1/yr",0.027,"F","bocaccio southern pacific coast","bocaccio southern pacific coast","BOCACCSPCOAST","PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA",2000,"SSB",5907,"SSBmsy",45476,0.129892690650013,"west","Overfished","below","none","rebuilding"
"99","bocaccio southern pacific coast 2001",0.25,0.084,"FMSY-1/yr",0.021,"F","bocaccio southern pacific coast","bocaccio southern pacific coast","BOCACCSPCOAST","PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA",2001,"SSB",6663,"SSBmsy",45476,0.146516844049609,"west","Overfished","below","none","rebuilding"
"100","bocaccio southern pacific coast 2002",0.142857142857143,0.084,"FMSY-1/yr",0.012,"F","bocaccio southern pacific coast","bocaccio southern pacific coast","BOCACCSPCOAST","PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA",2002,"SSB",7380,"SSBmsy",45476,0.162283402234145,"west","Overfished","below","none","rebuilding"
