"","unq","f.ratio","f.msy","fmsy.id","f","f.ts","stocklong.x","stocklong.y","stockid","assessid","year","b.ts","b","bmsy.id","b.msy","b.ratio","region"
"356","pollock nafo 2005",0.16,0.25,"ERmsy-ratio",0.04,"F","pollock nafo","pollock nafo","POLLNE","NEFSC-POLLNE-1963-2009-KURIYAMA",2005,"SSB-MT",222000,"SSBmsy-MT",91000,2.43956043956044,"ne"
"357","pollock nafo 2006",0.16,0.25,"ERmsy-ratio",0.04,"F","pollock nafo","pollock nafo","POLLNE","NEFSC-POLLNE-1963-2009-KURIYAMA",2006,"SSB-MT",236000,"SSBmsy-MT",91000,2.59340659340659,"ne"
"358","pollock nafo 2007",0.2,0.25,"ERmsy-ratio",0.05,"F","pollock nafo","pollock nafo","POLLNE","NEFSC-POLLNE-1963-2009-KURIYAMA",2007,"SSB-MT",224000,"SSBmsy-MT",91000,2.46153846153846,"ne"
"359","pollock nafo 2008",0.32,0.25,"ERmsy-ratio",0.08,"F","pollock nafo","pollock nafo","POLLNE","NEFSC-POLLNE-1963-2009-KURIYAMA",2008,"SSB-MT",227000,"SSBmsy-MT",91000,2.49450549450549,"ne"
"360","pollock nafo 2009",0.28,0.25,"ERmsy-ratio",0.07,"F","pollock nafo","pollock nafo","POLLNE","NEFSC-POLLNE-1963-2009-KURIYAMA",2009,"SSB-MT",196000,"SSBmsy-MT",91000,2.15384615384615,"ne"
"361","rougheye and blackspotted rockfish complex pacific coast 2000",0.547169811320755,0.053,"Umsy-ratio",0.029,"U-ratio","rougheye and blackspotted rockfish complex pacific coast","rougheye and blackspotted rockfish complex pacific coast","ROBLPCOAST","NWFSC-ROBLPCOAST-1916-2013-KURIYAMA",2000,"SSB-MT",7398,"SSBmsy-MT",1305,5.66896551724138,"west"
"362","rougheye and blackspotted rockfish complex pacific coast 2001",0.350943396226415,0.053,"Umsy-ratio",0.0186,"U-ratio","rougheye and blackspotted rockfish complex pacific coast","rougheye and blackspotted rockfish complex pacific coast","ROBLPCOAST","NWFSC-ROBLPCOAST-1916-2013-KURIYAMA",2001,"SSB-MT",7377,"SSBmsy-MT",1305,5.65287356321839,"west"
"363","rougheye and blackspotted rockfish complex pacific coast 2002",0.175471698113208,0.053,"Umsy-ratio",0.0093,"U-ratio","rougheye and blackspotted rockfish complex pacific coast","rougheye and blackspotted rockfish complex pacific coast","ROBLPCOAST","NWFSC-ROBLPCOAST-1916-2013-KURIYAMA",2002,"SSB-MT",7450,"SSBmsy-MT",1305,5.7088122605364,"west"
"364","rougheye and blackspotted rockfish complex pacific coast 2003",0.237735849056604,0.053,"Umsy-ratio",0.0126,"U-ratio","rougheye and blackspotted rockfish complex pacific coast","rougheye and blackspotted rockfish complex pacific coast","ROBLPCOAST","NWFSC-ROBLPCOAST-1916-2013-KURIYAMA",2003,"SSB-MT",7610,"SSBmsy-MT",1305,5.83141762452107,"west"
"365","rougheye and blackspotted rockfish complex pacific coast 2004",0.30377358490566,0.053,"Umsy-ratio",0.0161,"U-ratio","rougheye and blackspotted rockfish complex pacific coast","rougheye and blackspotted rockfish complex pacific coast","ROBLPCOAST","NWFSC-ROBLPCOAST-1916-2013-KURIYAMA",2004,"SSB-MT",7771,"SSBmsy-MT",1305,5.95478927203065,"west"
"366","rougheye and blackspotted rockfish complex pacific coast 2005",0.373584905660377,0.053,"Umsy-ratio",0.0198,"U-ratio","rougheye and blackspotted rockfish complex pacific coast","rougheye and blackspotted rockfish complex pacific coast","ROBLPCOAST","NWFSC-ROBLPCOAST-1916-2013-KURIYAMA",2005,"SSB-MT",7919,"SSBmsy-MT",1305,6.06819923371648,"west"
"367","rougheye and blackspotted rockfish complex pacific coast 2006",0.320754716981132,0.053,"Umsy-ratio",0.017,"U-ratio","rougheye and blackspotted rockfish complex pacific coast","rougheye and blackspotted rockfish complex pacific coast","ROBLPCOAST","NWFSC-ROBLPCOAST-1916-2013-KURIYAMA",2006,"SSB-MT",8054,"SSBmsy-MT",1305,6.17164750957854,"west"
"368","rougheye and blackspotted rockfish complex pacific coast 2007",0.494339622641509,0.053,"Umsy-ratio",0.0262,"U-ratio","rougheye and blackspotted rockfish complex pacific coast","rougheye and blackspotted rockfish complex pacific coast","ROBLPCOAST","NWFSC-ROBLPCOAST-1916-2013-KURIYAMA",2007,"SSB-MT",8212,"SSBmsy-MT",1305,6.29272030651341,"west"
"369","rougheye and blackspotted rockfish complex pacific coast 2008",0.575471698113208,0.053,"Umsy-ratio",0.0305,"U-ratio","rougheye and blackspotted rockfish complex pacific coast","rougheye and blackspotted rockfish complex pacific coast","ROBLPCOAST","NWFSC-ROBLPCOAST-1916-2013-KURIYAMA",2008,"SSB-MT",8306,"SSBmsy-MT",1305,6.36475095785441,"west"
"370","rougheye and blackspotted rockfish complex pacific coast 2009",0.550943396226415,0.053,"Umsy-ratio",0.0292,"U-ratio","rougheye and blackspotted rockfish complex pacific coast","rougheye and blackspotted rockfish complex pacific coast","ROBLPCOAST","NWFSC-ROBLPCOAST-1916-2013-KURIYAMA",2009,"SSB-MT",8365,"SSBmsy-MT",1305,6.40996168582376,"west"
"371","rougheye and blackspotted rockfish complex pacific coast 2010",0.547169811320755,0.053,"Umsy-ratio",0.029,"U-ratio","rougheye and blackspotted rockfish complex pacific coast","rougheye and blackspotted rockfish complex pacific coast","ROBLPCOAST","NWFSC-ROBLPCOAST-1916-2013-KURIYAMA",2010,"SSB-MT",8406,"SSBmsy-MT",1305,6.44137931034483,"west"
"372","rougheye and blackspotted rockfish complex pacific coast 2011",0.473584905660377,0.053,"Umsy-ratio",0.0251,"U-ratio","rougheye and blackspotted rockfish complex pacific coast","rougheye and blackspotted rockfish complex pacific coast","ROBLPCOAST","NWFSC-ROBLPCOAST-1916-2013-KURIYAMA",2011,"SSB-MT",8441,"SSBmsy-MT",1305,6.46819923371647,"west"
"373","rougheye and blackspotted rockfish complex pacific coast 2012",0.432075471698113,0.053,"Umsy-ratio",0.0229,"U-ratio","rougheye and blackspotted rockfish complex pacific coast","rougheye and blackspotted rockfish complex pacific coast","ROBLPCOAST","NWFSC-ROBLPCOAST-1916-2013-KURIYAMA",2012,"SSB-MT",8494,"SSBmsy-MT",1305,6.5088122605364,"west"
"374","rougheye and blackspotted rockfish complex pacific coast 2013",NA,NA,NA,NA,NA,NA,"rougheye and blackspotted rockfish complex pacific coast","ROBLPCOAST","NWFSC-ROBLPCOAST-1916-2013-KURIYAMA",2013,"SSB-MT",8550,"SSBmsy-MT",1305,6.55172413793103,"west"
"375","sablefish pacific coast 2000",0.416666666666667,0.06,"Fmsy-1/yr",0.025,"F-1/T","sablefish pacific coast","sablefish pacific coast","SABLEFPCOAST","NWFSC-SABLEFPCOAST-1900-2011-STACHURA",2000,"SSB-MT",92142,"SSBmsy-MT",54163,1.70119823495744,"west"
"376","sablefish pacific coast 2001",0.4,0.06,"Fmsy-1/yr",0.024,"F-1/T","sablefish pacific coast","sablefish pacific coast","SABLEFPCOAST","NWFSC-SABLEFPCOAST-1900-2011-STACHURA",2001,"SSB-MT",87301,"SSBmsy-MT",54163,1.61181987703783,"west"
"377","sablefish pacific coast 2002",0.283333333333333,0.06,"Fmsy-1/yr",0.017,"F-1/T","sablefish pacific coast","sablefish pacific coast","SABLEFPCOAST","NWFSC-SABLEFPCOAST-1900-2011-STACHURA",2002,"SSB-MT",85518,"SSBmsy-MT",54163,1.57890072558758,"west"
"378","sablefish pacific coast 2003",0.366666666666667,0.06,"Fmsy-1/yr",0.022,"F-1/T","sablefish pacific coast","sablefish pacific coast","SABLEFPCOAST","NWFSC-SABLEFPCOAST-1900-2011-STACHURA",2003,"SSB-MT",85931,"SSBmsy-MT",54163,1.58652585713494,"west"
"379","sablefish pacific coast 2004",0.383333333333333,0.06,"Fmsy-1/yr",0.023,"F-1/T","sablefish pacific coast","sablefish pacific coast","SABLEFPCOAST","NWFSC-SABLEFPCOAST-1900-2011-STACHURA",2004,"SSB-MT",86324,"SSBmsy-MT",54163,1.59378173291731,"west"
"380","sablefish pacific coast 2005",0.416666666666667,0.06,"Fmsy-1/yr",0.025,"F-1/T","sablefish pacific coast","sablefish pacific coast","SABLEFPCOAST","NWFSC-SABLEFPCOAST-1900-2011-STACHURA",2005,"SSB-MT",85741,"SSBmsy-MT",54163,1.58301792736739,"west"
"381","sablefish pacific coast 2006",0.416666666666667,0.06,"Fmsy-1/yr",0.025,"F-1/T","sablefish pacific coast","sablefish pacific coast","SABLEFPCOAST","NWFSC-SABLEFPCOAST-1900-2011-STACHURA",2006,"SSB-MT",83508,"SSBmsy-MT",54163,1.54179052120451,"west"
"382","sablefish pacific coast 2007",0.383333333333333,0.06,"Fmsy-1/yr",0.023,"F-1/T","sablefish pacific coast","sablefish pacific coast","SABLEFPCOAST","NWFSC-SABLEFPCOAST-1900-2011-STACHURA",2007,"SSB-MT",80139,"SSBmsy-MT",54163,1.47958938758931,"west"
"383","sablefish pacific coast 2008",0.45,0.06,"Fmsy-1/yr",0.027,"F-1/T","sablefish pacific coast","sablefish pacific coast","SABLEFPCOAST","NWFSC-SABLEFPCOAST-1900-2011-STACHURA",2008,"SSB-MT",75949,"SSBmsy-MT",54163,1.40223030482063,"west"
"384","sablefish pacific coast 2009",0.6,0.06,"Fmsy-1/yr",0.036,"F-1/T","sablefish pacific coast","sablefish pacific coast","SABLEFPCOAST","NWFSC-SABLEFPCOAST-1900-2011-STACHURA",2009,"SSB-MT",70773,"SSBmsy-MT",54163,1.30666691283718,"west"
"385","sablefish pacific coast 2010",0.616666666666667,0.06,"Fmsy-1/yr",0.037,"F-1/T","sablefish pacific coast","sablefish pacific coast","SABLEFPCOAST","NWFSC-SABLEFPCOAST-1900-2011-STACHURA",2010,"SSB-MT",64500,"SSBmsy-MT",54163,1.19084984214316,"west"
"386","sablefish pacific coast 2011",NA,NA,NA,NA,NA,NA,"sablefish pacific coast","SABLEFPCOAST","NWFSC-SABLEFPCOAST-1900-2011-STACHURA",2011,"SSB-MT",60957,"SSBmsy-MT",54163,1.12543618337241,"west"
"387","shortspine thornyhead pacific coast 2000",0.222222222222222,0.018,"Umsy-ratio",0.004,"U-ratio","shortspine thornyhead pacific coast","shortspine thornyhead pacific coast","SSTHORNHPCOAST","NWFSC-SSTHORNHPCOAST-1901-2012-KURIYAMA",2000,"SSB-MT",147200,"SSBmsy-MT",64600,2.27863777089783,"west"
"388","shortspine thornyhead pacific coast 2001",0.111111111111111,0.018,"Umsy-ratio",0.002,"U-ratio","shortspine thornyhead pacific coast","shortspine thornyhead pacific coast","SSTHORNHPCOAST","NWFSC-SSTHORNHPCOAST-1901-2012-KURIYAMA",2001,"SSB-MT",146700,"SSBmsy-MT",64600,2.27089783281734,"west"
"389","shortspine thornyhead pacific coast 2002",0.166666666666667,0.018,"Umsy-ratio",0.003,"U-ratio","shortspine thornyhead pacific coast","shortspine thornyhead pacific coast","SSTHORNHPCOAST","NWFSC-SSTHORNHPCOAST-1901-2012-KURIYAMA",2002,"SSB-MT",146400,"SSBmsy-MT",64600,2.26625386996904,"west"
"390","shortspine thornyhead pacific coast 2003",0.222222222222222,0.018,"Umsy-ratio",0.004,"U-ratio","shortspine thornyhead pacific coast","shortspine thornyhead pacific coast","SSTHORNHPCOAST","NWFSC-SSTHORNHPCOAST-1901-2012-KURIYAMA",2003,"SSB-MT",146000,"SSBmsy-MT",64600,2.26006191950464,"west"
"391","shortspine thornyhead pacific coast 2004",0.166666666666667,0.018,"Umsy-ratio",0.003,"U-ratio","shortspine thornyhead pacific coast","shortspine thornyhead pacific coast","SSTHORNHPCOAST","NWFSC-SSTHORNHPCOAST-1901-2012-KURIYAMA",2004,"SSB-MT",145500,"SSBmsy-MT",64600,2.25232198142415,"west"
"392","shortspine thornyhead pacific coast 2005",0.166666666666667,0.018,"Umsy-ratio",0.003,"U-ratio","shortspine thornyhead pacific coast","shortspine thornyhead pacific coast","SSTHORNHPCOAST","NWFSC-SSTHORNHPCOAST-1901-2012-KURIYAMA",2005,"SSB-MT",145000,"SSBmsy-MT",64600,2.24458204334365,"west"
"393","shortspine thornyhead pacific coast 2006",0.166666666666667,0.018,"Umsy-ratio",0.003,"U-ratio","shortspine thornyhead pacific coast","shortspine thornyhead pacific coast","SSTHORNHPCOAST","NWFSC-SSTHORNHPCOAST-1901-2012-KURIYAMA",2006,"SSB-MT",144700,"SSBmsy-MT",64600,2.23993808049536,"west"
"394","shortspine thornyhead pacific coast 2007",0.222222222222222,0.018,"Umsy-ratio",0.004,"U-ratio","shortspine thornyhead pacific coast","shortspine thornyhead pacific coast","SSTHORNHPCOAST","NWFSC-SSTHORNHPCOAST-1901-2012-KURIYAMA",2007,"SSB-MT",144300,"SSBmsy-MT",64600,2.23374613003096,"west"
"395","shortspine thornyhead pacific coast 2008",0.333333333333333,0.018,"Umsy-ratio",0.006,"U-ratio","shortspine thornyhead pacific coast","shortspine thornyhead pacific coast","SSTHORNHPCOAST","NWFSC-SSTHORNHPCOAST-1901-2012-KURIYAMA",2008,"SSB-MT",143800,"SSBmsy-MT",64600,2.22600619195046,"west"
"396","shortspine thornyhead pacific coast 2009",0.388888888888889,0.018,"Umsy-ratio",0.007,"U-ratio","shortspine thornyhead pacific coast","shortspine thornyhead pacific coast","SSTHORNHPCOAST","NWFSC-SSTHORNHPCOAST-1901-2012-KURIYAMA",2009,"SSB-MT",143100,"SSBmsy-MT",64600,2.21517027863777,"west"
"397","shortspine thornyhead pacific coast 2010",0.333333333333333,0.018,"Umsy-ratio",0.006,"U-ratio","shortspine thornyhead pacific coast","shortspine thornyhead pacific coast","SSTHORNHPCOAST","NWFSC-SSTHORNHPCOAST-1901-2012-KURIYAMA",2010,"SSB-MT",142300,"SSBmsy-MT",64600,2.20278637770898,"west"
"398","shortspine thornyhead pacific coast 2011",0.222222222222222,0.018,"Umsy-ratio",0.004,"U-ratio","shortspine thornyhead pacific coast","shortspine thornyhead pacific coast","SSTHORNHPCOAST","NWFSC-SSTHORNHPCOAST-1901-2012-KURIYAMA",2011,"SSB-MT",141600,"SSBmsy-MT",64600,2.19195046439628,"west"
"399","shortspine thornyhead pacific coast 2012",0.222222222222222,0.018,"Umsy-ratio",0.004,"U-ratio","shortspine thornyhead pacific coast","shortspine thornyhead pacific coast","SSTHORNHPCOAST","NWFSC-SSTHORNHPCOAST-1901-2012-KURIYAMA",2012,"SSB-MT",141200,"SSBmsy-MT",64600,2.18575851393189,"west"
"400","splitnose rockfish pacific coast 2000",0.173366834170854,0.0398,"Umsy-ratio",0.0069,"ER-ratio","splitnose rockfish pacific coast","splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON",2000,"SSB-E6eggs",4651,"SSBmsy-E6eggs",4121,1.12860956078622,"west"
"401","splitnose rockfish pacific coast 2001",0.14572864321608,0.0398,"Umsy-ratio",0.0058,"ER-ratio","splitnose rockfish pacific coast","splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON",2001,"SSB-E6eggs",4763,"SSBmsy-E6eggs",4121,1.15578743023538,"west"
"402","splitnose rockfish pacific coast 2002",0.0829145728643216,0.0398,"Umsy-ratio",0.0033,"ER-ratio","splitnose rockfish pacific coast","splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON",2002,"SSB-E6eggs",4909,"SSBmsy-E6eggs",4121,1.19121572433875,"west"
"403","splitnose rockfish pacific coast 2003",0.188442211055276,0.0398,"Umsy-ratio",0.0075,"ER-ratio","splitnose rockfish pacific coast","splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON",2003,"SSB-E6eggs",5125,"SSBmsy-E6eggs",4121,1.24363018684785,"west"
"404","splitnose rockfish pacific coast 2004",0.206030150753769,0.0398,"Umsy-ratio",0.0082,"ER-ratio","splitnose rockfish pacific coast","splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON",2004,"SSB-E6eggs",5404,"SSBmsy-E6eggs",4121,1.31133220092211,"west"
"405","splitnose rockfish pacific coast 2005",0.103015075376884,0.0398,"Umsy-ratio",0.0041,"ER-ratio","splitnose rockfish pacific coast","splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON",2005,"SSB-E6eggs",5807,"SSBmsy-E6eggs",4121,1.40912399902936,"west"
"406","splitnose rockfish pacific coast 2006",0.271356783919598,0.0398,"Umsy-ratio",0.0108,"ER-ratio","splitnose rockfish pacific coast","splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON",2006,"SSB-E6eggs",6365,"SSBmsy-E6eggs",4121,1.54452802717787,"west"
"407","splitnose rockfish pacific coast 2007",0.0628140703517588,0.0398,"Umsy-ratio",0.0025,"ER-ratio","splitnose rockfish pacific coast","splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON",2007,"SSB-E6eggs",6972,"SSBmsy-E6eggs",4121,1.69182237321039,"west"
"408","splitnose rockfish pacific coast 2008",0.0577889447236181,0.0398,"Umsy-ratio",0.0023,"ER-ratio","splitnose rockfish pacific coast","splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON",2008,"SSB-E6eggs",7690,"SSBmsy-E6eggs",4121,1.86605192914341,"west"
"409","splitnose rockfish pacific coast 2009",NA,NA,NA,NA,NA,NA,"splitnose rockfish pacific coast","SNROCKPCOAST","NWFSC-SNROCKPCOAST-1905-2009-STANTON",2009,"SSB-E6eggs",8426,"SSBmsy-E6eggs",4121,2.0446493569522,"west"
"410","starry flounder northern pacific coast 2000",0.029585798816568,0.169,"Umsy-ratio",0.005,"U-ratio","starry flounder northern pacific coast","starry flounder northern pacific coast","STFLOUNNPCOAST","SWFSC-STFLOUNNPCOAST-1970-2005-STANTON",2000,"SSB-MT",4357,"SSBmsy-MT",1930,2.25751295336788,"west"
"411","starry flounder northern pacific coast 2001",0.0118343195266272,0.169,"Umsy-ratio",0.002,"U-ratio","starry flounder northern pacific coast","starry flounder northern pacific coast","STFLOUNNPCOAST","SWFSC-STFLOUNNPCOAST-1970-2005-STANTON",2001,"SSB-MT",3995,"SSBmsy-MT",1930,2.0699481865285,"west"
"412","starry flounder northern pacific coast 2002",0.029585798816568,0.169,"Umsy-ratio",0.005,"U-ratio","starry flounder northern pacific coast","starry flounder northern pacific coast","STFLOUNNPCOAST","SWFSC-STFLOUNNPCOAST-1970-2005-STANTON",2002,"SSB-MT",3472,"SSBmsy-MT",1930,1.79896373056995,"west"
"413","starry flounder northern pacific coast 2003",0.0355029585798817,0.169,"Umsy-ratio",0.006,"U-ratio","starry flounder northern pacific coast","starry flounder northern pacific coast","STFLOUNNPCOAST","SWFSC-STFLOUNNPCOAST-1970-2005-STANTON",2003,"SSB-MT",2875,"SSBmsy-MT",1930,1.48963730569948,"west"
"414","starry flounder northern pacific coast 2004",0.124260355029586,0.169,"Umsy-ratio",0.021,"U-ratio","starry flounder northern pacific coast","starry flounder northern pacific coast","STFLOUNNPCOAST","SWFSC-STFLOUNNPCOAST-1970-2005-STANTON",2004,"SSB-MT",2393,"SSBmsy-MT",1930,1.23989637305699,"west"
"415","starry flounder northern pacific coast 2005",NA,NA,NA,NA,NA,NA,"starry flounder northern pacific coast","STFLOUNNPCOAST","SWFSC-STFLOUNNPCOAST-1970-2005-STANTON",2005,"SSB-MT",2121,"SSBmsy-MT",1930,1.09896373056995,"west"
"416","starry flounder southern pacific coast 2000",0.0532544378698225,0.169,"Umsy-ratio",0.009,"U-ratio","starry flounder southern pacific coast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417","starry flounder southern pacific coast 2001",0.106508875739645,0.169,"Umsy-ratio",0.018,"U-ratio","starry flounder southern pacific coast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418","starry flounder southern pacific coast 2002",0.0769230769230769,0.169,"Umsy-ratio",0.013,"U-ratio","starry flounder southern pacific coast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419","starry flounder southern pacific coast 2003",0.0710059171597633,0.169,"Umsy-ratio",0.012,"U-ratio","starry flounder southern pacific coast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420","starry flounder southern pacific coast 2004",0.0710059171597633,0.169,"Umsy-ratio",0.012,"U-ratio","starry flounder southern pacific coast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","white hake georges bank / gulf of maine 2000",2.3,0.2,"Fmsy",0.46,"F","white hake georges bank / gulf of maine","white hake georges bank / gulf of maine","WHAKEGBGOM","NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA",2000,"SSB-MT",9192,"SSBmsy-MT",32400,0.283703703703704,"ne"
"422","white hake georges bank / gulf of maine 2001",2.35,0.2,"Fmsy",0.47,"F","white hake georges bank / gulf of maine","white hake georges bank / gulf of maine","WHAKEGBGOM","NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA",2001,"SSB-MT",10438,"SSBmsy-MT",32400,0.32216049382716,"ne"
"423","white hake georges bank / gulf of maine 2002",1.75,0.2,"Fmsy",0.35,"F","white hake georges bank / gulf of maine","white hake georges bank / gulf of maine","WHAKEGBGOM","NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA",2002,"SSB-MT",12556,"SSBmsy-MT",32400,0.387530864197531,"ne"
"424","white hake georges bank / gulf of maine 2003",2.3,0.2,"Fmsy",0.46,"F","white hake georges bank / gulf of maine","white hake georges bank / gulf of maine","WHAKEGBGOM","NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA",2003,"SSB-MT",13322,"SSBmsy-MT",32400,0.411172839506173,"ne"
"425","white hake georges bank / gulf of maine 2004",1.75,0.2,"Fmsy",0.35,"F","white hake georges bank / gulf of maine","white hake georges bank / gulf of maine","WHAKEGBGOM","NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA",2004,"SSB-MT",12999,"SSBmsy-MT",32400,0.401203703703704,"ne"
"426","white hake georges bank / gulf of maine 2005",1.55,0.2,"Fmsy",0.31,"F","white hake georges bank / gulf of maine","white hake georges bank / gulf of maine","WHAKEGBGOM","NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA",2005,"SSB-MT",11577,"SSBmsy-MT",32400,0.357314814814815,"ne"
"427","white hake georges bank / gulf of maine 2006",0.95,0.2,"Fmsy",0.19,"F","white hake georges bank / gulf of maine","white hake georges bank / gulf of maine","WHAKEGBGOM","NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA",2006,"SSB-MT",11134,"SSBmsy-MT",32400,0.343641975308642,"ne"
"428","white hake georges bank / gulf of maine 2007",0.65,0.2,"Fmsy",0.13,"F","white hake georges bank / gulf of maine","white hake georges bank / gulf of maine","WHAKEGBGOM","NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA",2007,"SSB-MT",14205,"SSBmsy-MT",32400,0.438425925925926,"ne"
"429","white hake georges bank / gulf of maine 2008",0.6,0.2,"Fmsy",0.12,"F","white hake georges bank / gulf of maine","white hake georges bank / gulf of maine","WHAKEGBGOM","NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA",2008,"SSB-MT",15888,"SSBmsy-MT",32400,0.49037037037037,"ne"
"430","white hake georges bank / gulf of maine 2009",0.7,0.2,"Fmsy",0.14,"F","white hake georges bank / gulf of maine","white hake georges bank / gulf of maine","WHAKEGBGOM","NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA",2009,"SSB-MT",16017,"SSBmsy-MT",32400,0.494351851851852,"ne"
"431","white hake georges bank / gulf of maine 2010",0.55,0.2,"Fmsy",0.11,"F","white hake georges bank / gulf of maine","white hake georges bank / gulf of maine","WHAKEGBGOM","NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA",2010,"SSB-MT",21106,"SSBmsy-MT",32400,0.65141975308642,"ne"
"432","white hake georges bank / gulf of maine 2011",0.65,0.2,"Fmsy",0.13,"F","white hake georges bank / gulf of maine","white hake georges bank / gulf of maine","WHAKEGBGOM","NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA",2011,"SSB-MT",26877,"SSBmsy-MT",32400,0.829537037037037,"ne"
"433","widow rockfish pacific coast 2000",NA,NA,NA,NA,NA,NA,"widow rockfish pacific coast","WROCKPCOAST","NWFSC-WROCKPCOAST-1916-2011-STACHURA",2000,"SSB-MT",22270,"SSBmsy-MT",18161,1.22625406089973,"west"
"434","widow rockfish pacific coast 2001",NA,NA,NA,NA,NA,NA,"widow rockfish pacific coast","WROCKPCOAST","NWFSC-WROCKPCOAST-1916-2011-STACHURA",2001,"SSB-MT",21732,"SSBmsy-MT",18161,1.19663014151203,"west"
"435","widow rockfish pacific coast 2002",NA,NA,NA,NA,NA,NA,"widow rockfish pacific coast","WROCKPCOAST","NWFSC-WROCKPCOAST-1916-2011-STACHURA",2002,"SSB-MT",22074,"SSBmsy-MT",18161,1.21546170365068,"west"
"436","widow rockfish pacific coast 2003",NA,NA,NA,NA,NA,NA,"widow rockfish pacific coast","WROCKPCOAST","NWFSC-WROCKPCOAST-1916-2011-STACHURA",2003,"SSB-MT",23491,"SSBmsy-MT",18161,1.29348604151754,"west"
"437","widow rockfish pacific coast 2004",NA,NA,NA,NA,NA,NA,"widow rockfish pacific coast","WROCKPCOAST","NWFSC-WROCKPCOAST-1916-2011-STACHURA",2004,"SSB-MT",25652,"SSBmsy-MT",18161,1.41247728649303,"west"
"438","widow rockfish pacific coast 2005",NA,NA,NA,NA,NA,NA,"widow rockfish pacific coast","WROCKPCOAST","NWFSC-WROCKPCOAST-1916-2011-STACHURA",2005,"SSB-MT",28441,"SSBmsy-MT",18161,1.56604812510324,"west"
"439","widow rockfish pacific coast 2006",NA,NA,NA,NA,NA,NA,"widow rockfish pacific coast","WROCKPCOAST","NWFSC-WROCKPCOAST-1916-2011-STACHURA",2006,"SSB-MT",31178,"SSBmsy-MT",18161,1.71675568525962,"west"
"440","widow rockfish pacific coast 2007",NA,NA,NA,NA,NA,NA,"widow rockfish pacific coast","WROCKPCOAST","NWFSC-WROCKPCOAST-1916-2011-STACHURA",2007,"SSB-MT",33350,"SSBmsy-MT",18161,1.8363526237542,"west"
"441","widow rockfish pacific coast 2008",NA,NA,NA,NA,NA,NA,"widow rockfish pacific coast","WROCKPCOAST","NWFSC-WROCKPCOAST-1916-2011-STACHURA",2008,"SSB-MT",34728,"SSBmsy-MT",18161,1.91222950278068,"west"
"442","widow rockfish pacific coast 2009",NA,NA,NA,NA,NA,NA,"widow rockfish pacific coast","WROCKPCOAST","NWFSC-WROCKPCOAST-1916-2011-STACHURA",2009,"SSB-MT",35545,"SSBmsy-MT",18161,1.95721601233412,"west"
"443","widow rockfish pacific coast 2010",NA,NA,NA,NA,NA,NA,"widow rockfish pacific coast","WROCKPCOAST","NWFSC-WROCKPCOAST-1916-2011-STACHURA",2010,"SSB-MT",36063,"SSBmsy-MT",18161,1.98573867077804,"west"
"444","widow rockfish pacific coast 2011",NA,NA,NA,NA,NA,NA,"widow rockfish pacific coast","WROCKPCOAST","NWFSC-WROCKPCOAST-1916-2011-STACHURA",2011,"SSB-MT",36342,"SSBmsy-MT",18161,2.00110126094378,"west"
"445","winter flounder georges bank 2000",0.652380952380953,0.42,"Fmsy-1/T",0.274,"F-1/T","winter flounder georges bank",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446","winter flounder georges bank 2001",1.22619047619048,0.42,"Fmsy-1/T",0.515,"F-1/T","winter flounder georges bank",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
