"","metric.and.spp","stockid.x","assessid.x","stocklong.x","tsid","tsyear","tsvalue","stockid.y","assessid.y","stocklong.y","bioid","biovalue","ratio"
"351","SSB-E00eggs greenstriped rockfish pacific coast","GRNSTROCKPCOAST","PFMC-GRNSTROCKPCOAST-1916-2009-STANTON","greenstriped rockfish pacific coast","SSB-E00eggs",1938,7013080000,NA,NA,NA,NA,NA,NA
"352","SSB-E00eggs greenstriped rockfish pacific coast","GRNSTROCKPCOAST","PFMC-GRNSTROCKPCOAST-1916-2009-STANTON","greenstriped rockfish pacific coast","SSB-E00eggs",1939,7011400000,NA,NA,NA,NA,NA,NA
"353","SSB-E00eggs greenstriped rockfish pacific coast","GRNSTROCKPCOAST","PFMC-GRNSTROCKPCOAST-1916-2009-STANTON","greenstriped rockfish pacific coast","SSB-E00eggs",1940,7008430000,NA,NA,NA,NA,NA,NA
"354","SSB-E00eggs greenstriped rockfish pacific coast","GRNSTROCKPCOAST","PFMC-GRNSTROCKPCOAST-1916-2009-STANTON","greenstriped rockfish pacific coast","SSB-E00eggs",1941,7005060000,NA,NA,NA,NA,NA,NA
"355","SSB-E00eggs greenstriped rockfish pacific coast","GRNSTROCKPCOAST","PFMC-GRNSTROCKPCOAST-1916-2009-STANTON","greenstriped rockfish pacific coast","SSB-E00eggs",1942,7000060000,NA,NA,NA,NA,NA,NA
"356","SSB-E00eggs greenstriped rockfish pacific coast","GRNSTROCKPCOAST","PFMC-GRNSTROCKPCOAST-1916-2009-STANTON","greenstriped rockfish pacific coast","SSB-E00eggs",1943,6998350000,NA,NA,NA,NA,NA,NA
"357","SSB-E00eggs greenstriped rockfish pacific coast","GRNSTROCKPCOAST","PFMC-GRNSTROCKPCOAST-1916-2009-STANTON","greenstriped rockfish pacific coast","SSB-E00eggs",1944,6984090000,NA,NA,NA,NA,NA,NA
"358","SSB-E00eggs greenstriped rockfish pacific coast","GRNSTROCKPCOAST","PFMC-GRNSTROCKPCOAST-1916-2009-STANTON","greenstriped rockfish pacific coast","SSB-E00eggs",1945,6947150000,NA,NA,NA,NA,NA,NA
"359","SSB-E00eggs greenstriped rockfish pacific coast","GRNSTROCKPCOAST","PFMC-GRNSTROCKPCOAST-1916-2009-STANTON","greenstriped rockfish pacific coast","SSB-E00eggs",1946,6871160000,NA,NA,NA,NA,NA,NA
"360","SSB-E00eggs greenstriped rockfish pacific coast","GRNSTROCKPCOAST","PFMC-GRNSTROCKPCOAST-1916-2009-STANTON","greenstriped rockfish pacific coast","SSB-E00eggs",1947,6809390000,NA,NA,NA,NA,NA,NA
"361","SSB-E00eggs greenstriped rockfish pacific coast","GRNSTROCKPCOAST","PFMC-GRNSTROCKPCOAST-1916-2009-STANTON","greenstriped rockfish pacific coast","SSB-E00eggs",1948,6785960000,NA,NA,NA,NA,NA,NA
"362","SSB-E00eggs greenstriped rockfish pacific coast","GRNSTROCKPCOAST","PFMC-GRNSTROCKPCOAST-1916-2009-STANTON","greenstriped rockfish pacific coast","SSB-E00eggs",1949,6766580000,NA,NA,NA,NA,NA,NA
"363","SSB-E00eggs greenstriped rockfish pacific coast","GRNSTROCKPCOAST","PFMC-GRNSTROCKPCOAST-1916-2009-STANTON","greenstriped rockfish pacific coast","SSB-E00eggs",1950,6737480000,NA,NA,NA,NA,NA,NA
"364","SSB-E00eggs greenstriped rockfish pacific coast","GRNSTROCKPCOAST","PFMC-GRNSTROCKPCOAST-1916-2009-STANTON","greenstriped rockfish pacific coast","SSB-E00eggs",1951,6709290000,NA,NA,NA,NA,NA,NA
"365","SSB-E00eggs greenstriped rockfish pacific coast","GRNSTROCKPCOAST","PFMC-GRNSTROCKPCOAST-1916-2009-STANTON","greenstriped rockfish pacific coast","SSB-E00eggs",1952,6670700000,NA,NA,NA,NA,NA,NA
"366","SSB-E00eggs greenstriped rockfish pacific coast","GRNSTROCKPCOAST","PFMC-GRNSTROCKPCOAST-1916-2009-STANTON","greenstriped rockfish pacific coast","SSB-E00eggs",1953,6653650000,NA,NA,NA,NA,NA,NA
"367","SSB-E00eggs greenstriped rockfish pacific coast","GRNSTROCKPCOAST","PFMC-GRNSTROCKPCOAST-1916-2009-STANTON","greenstriped rockfish pacific coast","SSB-E00eggs",1954,6638580000,NA,NA,NA,NA,NA,NA
"368","SSB-E00pertow ocean pout northwestern atlantic coast","OPOUTNWATLC","NEFSC-OPOUTNWATLC-1962-2008-WIGLEY","ocean pout northwestern atlantic coast","SSB-E00pertow",1976,1.4,NA,NA,NA,NA,NA,NA
"369","SSB-E00pertow ocean pout northwestern atlantic coast","OPOUTNWATLC","NEFSC-OPOUTNWATLC-1962-2008-WIGLEY","ocean pout northwestern atlantic coast","SSB-E00pertow",1977,3.605,NA,NA,NA,NA,NA,NA
"370","SSB-E00pertow ocean pout northwestern atlantic coast","OPOUTNWATLC","NEFSC-OPOUTNWATLC-1962-2008-WIGLEY","ocean pout northwestern atlantic coast","SSB-E00pertow",1978,3.371,NA,NA,NA,NA,NA,NA
"371","SSB-E00pertow ocean pout northwestern atlantic coast","OPOUTNWATLC","NEFSC-OPOUTNWATLC-1962-2008-WIGLEY","ocean pout northwestern atlantic coast","SSB-E00pertow",1979,1.493,NA,NA,NA,NA,NA,NA
"372","SSB-E00pertow ocean pout northwestern atlantic coast","OPOUTNWATLC","NEFSC-OPOUTNWATLC-1962-2008-WIGLEY","ocean pout northwestern atlantic coast","SSB-E00pertow",1980,5.729,NA,NA,NA,NA,NA,NA
"373","SSB-E00pertow ocean pout northwestern atlantic coast","OPOUTNWATLC","NEFSC-OPOUTNWATLC-1962-2008-WIGLEY","ocean pout northwestern atlantic coast","SSB-E00pertow",1981,7.605,NA,NA,NA,NA,NA,NA
"374","SSB-E00pertow ocean pout northwestern atlantic coast","OPOUTNWATLC","NEFSC-OPOUTNWATLC-1962-2008-WIGLEY","ocean pout northwestern atlantic coast","SSB-E00pertow",1982,4.743,NA,NA,NA,NA,NA,NA
"375","SSB-E00pertow ocean pout northwestern atlantic coast","OPOUTNWATLC","NEFSC-OPOUTNWATLC-1962-2008-WIGLEY","ocean pout northwestern atlantic coast","SSB-E00pertow",1983,4.236,NA,NA,NA,NA,NA,NA
"376","SSB-E00pertow ocean pout northwestern atlantic coast","OPOUTNWATLC","NEFSC-OPOUTNWATLC-1962-2008-WIGLEY","ocean pout northwestern atlantic coast","SSB-E00pertow",1984,5.54,NA,NA,NA,NA,NA,NA
"377","SSB-E00pertow ocean pout northwestern atlantic coast","OPOUTNWATLC","NEFSC-OPOUTNWATLC-1962-2008-WIGLEY","ocean pout northwestern atlantic coast","SSB-E00pertow",1985,6.494,NA,NA,NA,NA,NA,NA
"378","SSB-E00pertow ocean pout northwestern atlantic coast","OPOUTNWATLC","NEFSC-OPOUTNWATLC-1962-2008-WIGLEY","ocean pout northwestern atlantic coast","SSB-E00pertow",1986,6.345,NA,NA,NA,NA,NA,NA
"379","SSB-E00pertow ocean pout northwestern atlantic coast","OPOUTNWATLC","NEFSC-OPOUTNWATLC-1962-2008-WIGLEY","ocean pout northwestern atlantic coast","SSB-E00pertow",1987,2.705,NA,NA,NA,NA,NA,NA
"380","SSB-E00pertow ocean pout northwestern atlantic coast","OPOUTNWATLC","NEFSC-OPOUTNWATLC-1962-2008-WIGLEY","ocean pout northwestern atlantic coast","SSB-E00pertow",1988,3.244,NA,NA,NA,NA,NA,NA
"381","SSB-E00pertow ocean pout northwestern atlantic coast","OPOUTNWATLC","NEFSC-OPOUTNWATLC-1962-2008-WIGLEY","ocean pout northwestern atlantic coast","SSB-E00pertow",1989,2.792,NA,NA,NA,NA,NA,NA
"382","SSB-E00pertow ocean pout northwestern atlantic coast","OPOUTNWATLC","NEFSC-OPOUTNWATLC-1962-2008-WIGLEY","ocean pout northwestern atlantic coast","SSB-E00pertow",1990,5.074,NA,NA,NA,NA,NA,NA
"383","SSB-E00pertow ocean pout northwestern atlantic coast","OPOUTNWATLC","NEFSC-OPOUTNWATLC-1962-2008-WIGLEY","ocean pout northwestern atlantic coast","SSB-E00pertow",1991,3.783,NA,NA,NA,NA,NA,NA
"384","SSB-E00pertow ocean pout northwestern atlantic coast","OPOUTNWATLC","NEFSC-OPOUTNWATLC-1962-2008-WIGLEY","ocean pout northwestern atlantic coast","SSB-E00pertow",1992,2.257,NA,NA,NA,NA,NA,NA
"385","SSB-E00pertow ocean pout northwestern atlantic coast","OPOUTNWATLC","NEFSC-OPOUTNWATLC-1962-2008-WIGLEY","ocean pout northwestern atlantic coast","SSB-E00pertow",1993,3.084,NA,NA,NA,NA,NA,NA
"386","SSB-E00pertow ocean pout northwestern atlantic coast","OPOUTNWATLC","NEFSC-OPOUTNWATLC-1962-2008-WIGLEY","ocean pout northwestern atlantic coast","SSB-E00pertow",1994,2.309,NA,NA,NA,NA,NA,NA
"387","SSB-E00pertow ocean pout northwestern atlantic coast","OPOUTNWATLC","NEFSC-OPOUTNWATLC-1962-2008-WIGLEY","ocean pout northwestern atlantic coast","SSB-E00pertow",1995,1.916,NA,NA,NA,NA,NA,NA
"388","SSB-E00pertow ocean pout northwestern atlantic coast","OPOUTNWATLC","NEFSC-OPOUTNWATLC-1962-2008-WIGLEY","ocean pout northwestern atlantic coast","SSB-E00pertow",1996,2.058,NA,NA,NA,NA,NA,NA
"389","SSB-E00pertow ocean pout northwestern atlantic coast","OPOUTNWATLC","NEFSC-OPOUTNWATLC-1962-2008-WIGLEY","ocean pout northwestern atlantic coast","SSB-E00pertow",1997,1.632,NA,NA,NA,NA,NA,NA
"390","SSB-E00pertow ocean pout northwestern atlantic coast","OPOUTNWATLC","NEFSC-OPOUTNWATLC-1962-2008-WIGLEY","ocean pout northwestern atlantic coast","SSB-E00pertow",2001,2.798,NA,NA,NA,NA,NA,NA
"391","SSB-E00pertow ocean pout northwestern atlantic coast","OPOUTNWATLC","NEFSC-OPOUTNWATLC-1962-2008-WIGLEY","ocean pout northwestern atlantic coast","SSB-E00pertow",2002,2.025,NA,NA,NA,NA,NA,NA
"392","SSB-E00pertow ocean pout northwestern atlantic coast","OPOUTNWATLC","NEFSC-OPOUTNWATLC-1962-2008-WIGLEY","ocean pout northwestern atlantic coast","SSB-E00pertow",2003,2.758,NA,NA,NA,NA,NA,NA
"393","SSB-E00pertow ocean pout northwestern atlantic coast","OPOUTNWATLC","NEFSC-OPOUTNWATLC-1962-2008-WIGLEY","ocean pout northwestern atlantic coast","SSB-E00pertow",2004,0.546,NA,NA,NA,NA,NA,NA
"394","SSB-E00pertow ocean pout northwestern atlantic coast","OPOUTNWATLC","NEFSC-OPOUTNWATLC-1962-2008-WIGLEY","ocean pout northwestern atlantic coast","SSB-E00pertow",2005,0.526,NA,NA,NA,NA,NA,NA
"395","SSB-E00pertow ocean pout northwestern atlantic coast","OPOUTNWATLC","NEFSC-OPOUTNWATLC-1962-2008-WIGLEY","ocean pout northwestern atlantic coast","SSB-E00pertow",2006,0.526,NA,NA,NA,NA,NA,NA
"396","SSB-E00pertow ocean pout northwestern atlantic coast","OPOUTNWATLC","NEFSC-OPOUTNWATLC-1962-2008-WIGLEY","ocean pout northwestern atlantic coast","SSB-E00pertow",2007,0.477,NA,NA,NA,NA,NA,NA
"397","SSB-E00pertow ocean pout northwestern atlantic coast","OPOUTNWATLC","NEFSC-OPOUTNWATLC-1962-2008-WIGLEY","ocean pout northwestern atlantic coast","SSB-E00pertow",2008,0.424,NA,NA,NA,NA,NA,NA
"398","SSB-E00pertow ocean pout northwestern atlantic coast","OPOUTNWATLC","NEFSC-OPOUTNWATLC-1962-2008-WIGLEY","ocean pout northwestern atlantic coast","SSB-E00pertow",1962,NA,NA,NA,NA,NA,NA,NA
"399","SSB-E00pertow ocean pout northwestern atlantic coast","OPOUTNWATLC","NEFSC-OPOUTNWATLC-1962-2008-WIGLEY","ocean pout northwestern atlantic coast","SSB-E00pertow",1963,NA,NA,NA,NA,NA,NA,NA
"400","SSB-E00pertow ocean pout northwestern atlantic coast","OPOUTNWATLC","NEFSC-OPOUTNWATLC-1962-2008-WIGLEY","ocean pout northwestern atlantic coast","SSB-E00pertow",1964,NA,NA,NA,NA,NA,NA,NA
"401","SSB-E00pertow ocean pout northwestern atlantic coast","OPOUTNWATLC","NEFSC-OPOUTNWATLC-1962-2008-WIGLEY","ocean pout northwestern atlantic coast","SSB-E00pertow",1965,NA,NA,NA,NA,NA,NA,NA
"402","SSB-E00pertow ocean pout northwestern atlantic coast","OPOUTNWATLC","NEFSC-OPOUTNWATLC-1962-2008-WIGLEY","ocean pout northwestern atlantic coast","SSB-E00pertow",1966,NA,NA,NA,NA,NA,NA,NA
"403","SSB-E00pertow ocean pout northwestern atlantic coast","OPOUTNWATLC","NEFSC-OPOUTNWATLC-1962-2008-WIGLEY","ocean pout northwestern atlantic coast","SSB-E00pertow",1967,NA,NA,NA,NA,NA,NA,NA
"404","SSB-E00pertow ocean pout northwestern atlantic coast","OPOUTNWATLC","NEFSC-OPOUTNWATLC-1962-2008-WIGLEY","ocean pout northwestern atlantic coast","SSB-E00pertow",1968,NA,NA,NA,NA,NA,NA,NA
"405","SSB-E00pertow ocean pout northwestern atlantic coast","OPOUTNWATLC","NEFSC-OPOUTNWATLC-1962-2008-WIGLEY","ocean pout northwestern atlantic coast","SSB-E00pertow",1969,6.154,NA,NA,NA,NA,NA,NA
"406","SSB-E00pertow ocean pout northwestern atlantic coast","OPOUTNWATLC","NEFSC-OPOUTNWATLC-1962-2008-WIGLEY","ocean pout northwestern atlantic coast","SSB-E00pertow",1970,5.143,NA,NA,NA,NA,NA,NA
"407","SSB-E00pertow ocean pout northwestern atlantic coast","OPOUTNWATLC","NEFSC-OPOUTNWATLC-1962-2008-WIGLEY","ocean pout northwestern atlantic coast","SSB-E00pertow",1971,2.195,NA,NA,NA,NA,NA,NA
"408","SSB-E00pertow ocean pout northwestern atlantic coast","OPOUTNWATLC","NEFSC-OPOUTNWATLC-1962-2008-WIGLEY","ocean pout northwestern atlantic coast","SSB-E00pertow",1972,4.463,NA,NA,NA,NA,NA,NA
"409","SSB-E00pertow ocean pout northwestern atlantic coast","OPOUTNWATLC","NEFSC-OPOUTNWATLC-1962-2008-WIGLEY","ocean pout northwestern atlantic coast","SSB-E00pertow",1973,3.373,NA,NA,NA,NA,NA,NA
"410","SSB-E00pertow ocean pout northwestern atlantic coast","OPOUTNWATLC","NEFSC-OPOUTNWATLC-1962-2008-WIGLEY","ocean pout northwestern atlantic coast","SSB-E00pertow",1974,1.479,NA,NA,NA,NA,NA,NA
"411","SSB-E00pertow ocean pout northwestern atlantic coast","OPOUTNWATLC","NEFSC-OPOUTNWATLC-1962-2008-WIGLEY","ocean pout northwestern atlantic coast","SSB-E00pertow",1975,1.293,NA,NA,NA,NA,NA,NA
"412","SSB-E00pertow ocean pout northwestern atlantic coast","OPOUTNWATLC","NEFSC-OPOUTNWATLC-1962-2008-WIGLEY","ocean pout northwestern atlantic coast","SSB-E00pertow",1998,1.733,NA,NA,NA,NA,NA,NA
"413","SSB-E00pertow ocean pout northwestern atlantic coast","OPOUTNWATLC","NEFSC-OPOUTNWATLC-1962-2008-WIGLEY","ocean pout northwestern atlantic coast","SSB-E00pertow",1999,2.561,NA,NA,NA,NA,NA,NA
"414","SSB-E00pertow ocean pout northwestern atlantic coast","OPOUTNWATLC","NEFSC-OPOUTNWATLC-1962-2008-WIGLEY","ocean pout northwestern atlantic coast","SSB-E00pertow",2000,2.016,NA,NA,NA,NA,NA,NA
"415","SSB-E03MT atlantic herring northwestern atlantic coast","HERRNWATLC","NEFSC-HERRNWATLC-1960-2005-OVERHOLTZ","atlantic herring northwestern atlantic coast","SSB-E03MT",1960,NA,NA,NA,NA,NA,NA,NA
"416","SSB-E03MT atlantic herring northwestern atlantic coast","HERRNWATLC","NEFSC-HERRNWATLC-1960-2005-OVERHOLTZ","atlantic herring northwestern atlantic coast","SSB-E03MT",1961,NA,NA,NA,NA,NA,NA,NA
"417","SSB-E03MT atlantic herring northwestern atlantic coast","HERRNWATLC","NEFSC-HERRNWATLC-1960-2005-OVERHOLTZ","atlantic herring northwestern atlantic coast","SSB-E03MT",1962,NA,NA,NA,NA,NA,NA,NA
"418","SSB-E03MT atlantic herring northwestern atlantic coast","HERRNWATLC","NEFSC-HERRNWATLC-1960-2005-OVERHOLTZ","atlantic herring northwestern atlantic coast","SSB-E03MT",1963,NA,NA,NA,NA,NA,NA,NA
"419","SSB-E03MT atlantic herring northwestern atlantic coast","HERRNWATLC","NEFSC-HERRNWATLC-1960-2005-OVERHOLTZ","atlantic herring northwestern atlantic coast","SSB-E03MT",1964,NA,NA,NA,NA,NA,NA,NA
"420","SSB-E03MT atlantic herring northwestern atlantic coast","HERRNWATLC","NEFSC-HERRNWATLC-1960-2005-OVERHOLTZ","atlantic herring northwestern atlantic coast","SSB-E03MT",1965,NA,NA,NA,NA,NA,NA,NA
"421","SSB-E03MT atlantic herring northwestern atlantic coast","HERRNWATLC","NEFSC-HERRNWATLC-1960-2005-OVERHOLTZ","atlantic herring northwestern atlantic coast","SSB-E03MT",1966,NA,NA,NA,NA,NA,NA,NA
"422","SSB-E03MT spiny dogfish atlantic coast","SDOGATLC","NEFSC-SDOGATLC-1962-2006-SOSEBEE","spiny dogfish atlantic coast","SSB-E03MT",1985,NA,NA,NA,NA,NA,NA,NA
"423","SSB-E03MT spiny dogfish atlantic coast","SDOGATLC","NEFSC-SDOGATLC-1962-2006-SOSEBEE","spiny dogfish atlantic coast","SSB-E03MT",1989,NA,NA,NA,NA,NA,NA,NA
"424","SSB-E03MT spiny dogfish atlantic coast","SDOGATLC","NEFSC-SDOGATLC-1962-2006-SOSEBEE","spiny dogfish atlantic coast","SSB-E03MT",1990,234.23,NA,NA,NA,NA,NA,NA
"425","SSB-E03MT spiny dogfish atlantic coast","SDOGATLC","NEFSC-SDOGATLC-1962-2006-SOSEBEE","spiny dogfish atlantic coast","SSB-E03MT",1991,269.62,NA,NA,NA,NA,NA,NA
"426","SSB-E03MT spiny dogfish atlantic coast","SDOGATLC","NEFSC-SDOGATLC-1962-2006-SOSEBEE","spiny dogfish atlantic coast","SSB-E03MT",1992,220,NA,NA,NA,NA,NA,NA
"427","SSB-E03MT spiny dogfish atlantic coast","SDOGATLC","NEFSC-SDOGATLC-1962-2006-SOSEBEE","spiny dogfish atlantic coast","SSB-E03MT",1993,186.13,NA,NA,NA,NA,NA,NA
"428","SSB-E03MT spiny dogfish atlantic coast","SDOGATLC","NEFSC-SDOGATLC-1962-2006-SOSEBEE","spiny dogfish atlantic coast","SSB-E03MT",1994,133.26,NA,NA,NA,NA,NA,NA
"429","SSB-E03MT spiny dogfish atlantic coast","SDOGATLC","NEFSC-SDOGATLC-1962-2006-SOSEBEE","spiny dogfish atlantic coast","SSB-E03MT",1995,120.66,NA,NA,NA,NA,NA,NA
"430","SSB-E03MT spiny dogfish atlantic coast","SDOGATLC","NEFSC-SDOGATLC-1962-2006-SOSEBEE","spiny dogfish atlantic coast","SSB-E03MT",1987,NA,NA,NA,NA,NA,NA,NA
"431","SSB-E03MT spiny dogfish atlantic coast","SDOGATLC","NEFSC-SDOGATLC-1962-2006-SOSEBEE","spiny dogfish atlantic coast","SSB-E03MT",1988,NA,NA,NA,NA,NA,NA,NA
"432","SSB-E03MT spiny dogfish atlantic coast","SDOGATLC","NEFSC-SDOGATLC-1962-2006-SOSEBEE","spiny dogfish atlantic coast","SSB-E03MT",1996,114.09,NA,NA,NA,NA,NA,NA
"433","SSB-E03MT spiny dogfish atlantic coast","SDOGATLC","NEFSC-SDOGATLC-1962-2006-SOSEBEE","spiny dogfish atlantic coast","SSB-E03MT",1986,NA,NA,NA,NA,NA,NA,NA
"434","SSB-E03MT spiny dogfish atlantic coast","SDOGATLC","NEFSC-SDOGATLC-1962-2006-SOSEBEE","spiny dogfish atlantic coast","SSB-E03MT",1997,91.46,NA,NA,NA,NA,NA,NA
"435","SSB-E03MT spiny dogfish atlantic coast","SDOGATLC","NEFSC-SDOGATLC-1962-2006-SOSEBEE","spiny dogfish atlantic coast","SSB-E03MT",1962,NA,NA,NA,NA,NA,NA,NA
"436","SSB-E03MT spiny dogfish atlantic coast","SDOGATLC","NEFSC-SDOGATLC-1962-2006-SOSEBEE","spiny dogfish atlantic coast","SSB-E03MT",1963,NA,NA,NA,NA,NA,NA,NA
"437","SSB-E03MT spiny dogfish atlantic coast","SDOGATLC","NEFSC-SDOGATLC-1962-2006-SOSEBEE","spiny dogfish atlantic coast","SSB-E03MT",1964,NA,NA,NA,NA,NA,NA,NA
"438","SSB-E03MT spiny dogfish atlantic coast","SDOGATLC","NEFSC-SDOGATLC-1962-2006-SOSEBEE","spiny dogfish atlantic coast","SSB-E03MT",1965,NA,NA,NA,NA,NA,NA,NA
"439","SSB-E03MT spiny dogfish atlantic coast","SDOGATLC","NEFSC-SDOGATLC-1962-2006-SOSEBEE","spiny dogfish atlantic coast","SSB-E03MT",1966,NA,NA,NA,NA,NA,NA,NA
"440","SSB-E03MT spiny dogfish atlantic coast","SDOGATLC","NEFSC-SDOGATLC-1962-2006-SOSEBEE","spiny dogfish atlantic coast","SSB-E03MT",1967,NA,NA,NA,NA,NA,NA,NA
"441","SSB-E03MT spiny dogfish atlantic coast","SDOGATLC","NEFSC-SDOGATLC-1962-2006-SOSEBEE","spiny dogfish atlantic coast","SSB-E03MT",1968,NA,NA,NA,NA,NA,NA,NA
"442","SSB-E03MT spiny dogfish atlantic coast","SDOGATLC","NEFSC-SDOGATLC-1962-2006-SOSEBEE","spiny dogfish atlantic coast","SSB-E03MT",1978,NA,NA,NA,NA,NA,NA,NA
"443","SSB-E03MT spiny dogfish atlantic coast","SDOGATLC","NEFSC-SDOGATLC-1962-2006-SOSEBEE","spiny dogfish atlantic coast","SSB-E03MT",1979,NA,NA,NA,NA,NA,NA,NA
"444","SSB-E03MT spiny dogfish atlantic coast","SDOGATLC","NEFSC-SDOGATLC-1962-2006-SOSEBEE","spiny dogfish atlantic coast","SSB-E03MT",1984,NA,NA,NA,NA,NA,NA,NA
"445","SSB-E03MT spiny dogfish atlantic coast","SDOGATLC","NEFSC-SDOGATLC-1962-2006-SOSEBEE","spiny dogfish atlantic coast","SSB-E03MT",1998,51.82,NA,NA,NA,NA,NA,NA
"446","SSB-E03MT spiny dogfish atlantic coast","SDOGATLC","NEFSC-SDOGATLC-1962-2006-SOSEBEE","spiny dogfish atlantic coast","SSB-E03MT",1971,NA,NA,NA,NA,NA,NA,NA
"447","SSB-E03MT spiny dogfish atlantic coast","SDOGATLC","NEFSC-SDOGATLC-1962-2006-SOSEBEE","spiny dogfish atlantic coast","SSB-E03MT",1983,NA,NA,NA,NA,NA,NA,NA
"448","SSB-E03MT spiny dogfish atlantic coast","SDOGATLC","NEFSC-SDOGATLC-1962-2006-SOSEBEE","spiny dogfish atlantic coast","SSB-E03MT",1999,52.56,NA,NA,NA,NA,NA,NA
"449","SSB-E03MT spiny dogfish atlantic coast","SDOGATLC","NEFSC-SDOGATLC-1962-2006-SOSEBEE","spiny dogfish atlantic coast","SSB-E03MT",2000,61.55,NA,NA,NA,NA,NA,NA
"450","SSB-E03MT spiny dogfish atlantic coast","SDOGATLC","NEFSC-SDOGATLC-1962-2006-SOSEBEE","spiny dogfish atlantic coast","SSB-E03MT",2001,64.84,NA,NA,NA,NA,NA,NA
"451","SSB-E03MT spiny dogfish atlantic coast","SDOGATLC","NEFSC-SDOGATLC-1962-2006-SOSEBEE","spiny dogfish atlantic coast","SSB-E03MT",2003,53.63,NA,NA,NA,NA,NA,NA
"452","SSB-E03MT spiny dogfish atlantic coast","SDOGATLC","NEFSC-SDOGATLC-1962-2006-SOSEBEE","spiny dogfish atlantic coast","SSB-E03MT",2004,47.72,NA,NA,NA,NA,NA,NA
"453","SSB-E03MT spiny dogfish atlantic coast","SDOGATLC","NEFSC-SDOGATLC-1962-2006-SOSEBEE","spiny dogfish atlantic coast","SSB-E03MT",2005,106.18,NA,NA,NA,NA,NA,NA
"454","SSB-E03MT spiny dogfish atlantic coast","SDOGATLC","NEFSC-SDOGATLC-1962-2006-SOSEBEE","spiny dogfish atlantic coast","SSB-E03MT",2006,NA,NA,NA,NA,NA,NA,NA
"455","SSB-E03MT spiny dogfish atlantic coast","SDOGATLC","NEFSC-SDOGATLC-1962-2006-SOSEBEE","spiny dogfish atlantic coast","SSB-E03MT",1980,NA,NA,NA,NA,NA,NA,NA
"456","SSB-E03MT spiny dogfish atlantic coast","SDOGATLC","NEFSC-SDOGATLC-1962-2006-SOSEBEE","spiny dogfish atlantic coast","SSB-E03MT",1981,NA,NA,NA,NA,NA,NA,NA
"457","SSB-E03MT spiny dogfish atlantic coast","SDOGATLC","NEFSC-SDOGATLC-1962-2006-SOSEBEE","spiny dogfish atlantic coast","SSB-E03MT",1969,NA,NA,NA,NA,NA,NA,NA
"458","SSB-E03MT spiny dogfish atlantic coast","SDOGATLC","NEFSC-SDOGATLC-1962-2006-SOSEBEE","spiny dogfish atlantic coast","SSB-E03MT",1970,NA,NA,NA,NA,NA,NA,NA
"459","SSB-E03MT spiny dogfish atlantic coast","SDOGATLC","NEFSC-SDOGATLC-1962-2006-SOSEBEE","spiny dogfish atlantic coast","SSB-E03MT",1972,NA,NA,NA,NA,NA,NA,NA
"460","SSB-E03MT spiny dogfish atlantic coast","SDOGATLC","NEFSC-SDOGATLC-1962-2006-SOSEBEE","spiny dogfish atlantic coast","SSB-E03MT",1973,NA,NA,NA,NA,NA,NA,NA
"461","SSB-E03MT spiny dogfish atlantic coast","SDOGATLC","NEFSC-SDOGATLC-1962-2006-SOSEBEE","spiny dogfish atlantic coast","SSB-E03MT",1974,NA,NA,NA,NA,NA,NA,NA
"462","SSB-E03MT spiny dogfish atlantic coast","SDOGATLC","NEFSC-SDOGATLC-1962-2006-SOSEBEE","spiny dogfish atlantic coast","SSB-E03MT",1975,NA,NA,NA,NA,NA,NA,NA
"463","SSB-E03MT spiny dogfish atlantic coast","SDOGATLC","NEFSC-SDOGATLC-1962-2006-SOSEBEE","spiny dogfish atlantic coast","SSB-E03MT",1976,NA,NA,NA,NA,NA,NA,NA
"464","SSB-E03MT spiny dogfish atlantic coast","SDOGATLC","NEFSC-SDOGATLC-1962-2006-SOSEBEE","spiny dogfish atlantic coast","SSB-E03MT",1977,NA,NA,NA,NA,NA,NA,NA
"465","SSB-E03MT spiny dogfish atlantic coast","SDOGATLC","NEFSC-SDOGATLC-1962-2006-SOSEBEE","spiny dogfish atlantic coast","SSB-E03MT",1982,NA,NA,NA,NA,NA,NA,NA
"466","SSB-E03MT spiny dogfish atlantic coast","SDOGATLC","NEFSC-SDOGATLC-1962-2006-SOSEBEE","spiny dogfish atlantic coast","SSB-E03MT",2002,58.38,NA,NA,NA,NA,NA,NA
"467","SSB-E06larvae blackgill rockfish  pacific coast","BGROCKPCOAST","NWFSC-BGROCKPCOAST-1950-2011-STACHURA","blackgill rockfish  pacific coast","SSB-E06larvae",1950,1.1878,NA,NA,NA,NA,NA,NA
"468","SSB-E06larvae blackgill rockfish  pacific coast","BGROCKPCOAST","NWFSC-BGROCKPCOAST-1950-2011-STACHURA","blackgill rockfish  pacific coast","SSB-E06larvae",1951,1.18438,NA,NA,NA,NA,NA,NA
"469","SSB-E06larvae blackgill rockfish  pacific coast","BGROCKPCOAST","NWFSC-BGROCKPCOAST-1950-2011-STACHURA","blackgill rockfish  pacific coast","SSB-E06larvae",1952,1.1814,NA,NA,NA,NA,NA,NA
"470","SSB-E06larvae blackgill rockfish  pacific coast","BGROCKPCOAST","NWFSC-BGROCKPCOAST-1950-2011-STACHURA","blackgill rockfish  pacific coast","SSB-E06larvae",1953,1.17823,NA,NA,NA,NA,NA,NA
